time 	 XG 	 YG 	 ZG 	 Phi 	 Theta 	 Psi
18.1353 	 16.8235 	 13.9836 	 3.17161 	 -23.047 	 1.06651 	 -43.2446
18.1468 	 16.8323 	 13.9851 	 3.17242 	 -23.1542 	 0.941139 	 -43.2949
18.1584 	 16.8412 	 13.9867 	 3.17316 	 -23.25 	 0.814386 	 -43.3444
18.17 	 16.8501 	 13.9883 	 3.17382 	 -23.3341 	 0.686349 	 -43.3932
18.1816 	 16.8591 	 13.9899 	 3.17443 	 -23.4065 	 0.557223 	 -43.4412
18.1932 	 16.8682 	 13.9915 	 3.17497 	 -23.4669 	 0.427107 	 -43.4885
18.2048 	 16.8774 	 13.9932 	 3.17542 	 -23.5151 	 0.296019 	 -43.5349
18.2165 	 16.8866 	 13.9948 	 3.17579 	 -23.5513 	 0.163901 	 -43.5805
18.2281 	 16.8959 	 13.9966 	 3.17606 	 -23.5755 	 0.0308015 	 -43.6254
18.2398 	 16.9053 	 13.9983 	 3.17624 	 -23.5874 	 -0.103144 	 -43.6694
18.2515 	 16.9147 	 14.0001 	 3.17635 	 -23.5868 	 -0.23764 	 -43.7126
18.2632 	 16.9242 	 14.0018 	 3.17639 	 -23.5734 	 -0.372579 	 -43.7551
18.275 	 16.9337 	 14.0036 	 3.17639 	 -23.547 	 -0.507999 	 -43.7968
18.2867 	 16.9433 	 14.0055 	 3.17631 	 -23.5076 	 -0.64389 	 -43.8378
18.2984 	 16.9528 	 14.0073 	 3.17616 	 -23.4554 	 -0.780202 	 -43.8781
18.3102 	 16.9625 	 14.0091 	 3.1759 	 -23.3905 	 -0.916936 	 -43.9177
18.322 	 16.9722 	 14.011 	 3.17555 	 -23.3127 	 -1.05401 	 -43.9567
18.3338 	 16.9819 	 14.0129 	 3.17513 	 -23.2217 	 -1.19118 	 -43.9949
18.3456 	 16.9916 	 14.0148 	 3.17465 	 -23.1174 	 -1.32826 	 -44.0323
18.3574 	 17.0013 	 14.0167 	 3.1741 	 -23 	 -1.46513 	 -44.0689
18.3692 	 17.0111 	 14.0186 	 3.17347 	 -22.8697 	 -1.60185 	 -44.1047
18.3811 	 17.0209 	 14.0205 	 3.17272 	 -22.7268 	 -1.73835 	 -44.1397
18.3929 	 17.0307 	 14.0225 	 3.17188 	 -22.5713 	 -1.87452 	 -44.1739
18.4048 	 17.0404 	 14.0245 	 3.17096 	 -22.4032 	 -2.0102 	 -44.2072
18.4166 	 17.0502 	 14.0265 	 3.16998 	 -22.2223 	 -2.14527 	 -44.2397
18.4285 	 17.06 	 14.0285 	 3.16893 	 -22.0286 	 -2.27966 	 -44.2714
18.4404 	 17.0698 	 14.0304 	 3.16779 	 -21.8224 	 -2.41359 	 -44.3023
18.4522 	 17.0795 	 14.0324 	 3.16655 	 -21.6038 	 -2.54701 	 -44.3325
18.4641 	 17.0892 	 14.0344 	 3.1652 	 -21.3731 	 -2.67974 	 -44.362
18.476 	 17.0989 	 14.0365 	 3.16376 	 -21.1302 	 -2.81172 	 -44.3908
18.4879 	 17.1082 	 14.0384 	 3.16229 	 -20.8857 	 -2.93727 	 -44.4176
18.4993 	 17.1171 	 14.0402 	 3.16083 	 -20.6407 	 -3.05669 	 -44.4424
18.5102 	 17.1256 	 14.042 	 3.15936 	 -20.395 	 -3.17067 	 -44.4656
18.5208 	 17.1338 	 14.0438 	 3.15788 	 -20.1489 	 -3.27983 	 -44.4872
18.531 	 17.1417 	 14.0454 	 3.15639 	 -19.9024 	 -3.38469 	 -44.5075
18.5408 	 17.1493 	 14.047 	 3.15488 	 -19.6555 	 -3.48559 	 -44.5266
18.5504 	 17.1567 	 14.0486 	 3.15335 	 -19.4084 	 -3.58285 	 -44.5446
18.5597 	 17.1639 	 14.0501 	 3.15181 	 -19.1609 	 -3.67672 	 -44.5617
18.5687 	 17.1708 	 14.0516 	 3.15025 	 -18.9131 	 -3.7675 	 -44.5779
18.5776 	 17.1776 	 14.0531 	 3.14869 	 -18.6651 	 -3.85539 	 -44.5932
18.5862 	 17.1842 	 14.0545 	 3.14711 	 -18.4168 	 -3.94061 	 -44.6078
18.5947 	 17.1906 	 14.0559 	 3.14552 	 -18.1684 	 -4.02339 	 -44.6217
18.603 	 17.1968 	 14.0572 	 3.14392 	 -17.9198 	 -4.10387 	 -44.6348
18.6111 	 17.203 	 14.0586 	 3.14231 	 -17.6709 	 -4.18207 	 -44.6474
18.6191 	 17.2089 	 14.0599 	 3.14069 	 -17.4219 	 -4.25804 	 -44.6593
18.627 	 17.2148 	 14.0611 	 3.13906 	 -17.1727 	 -4.3319 	 -44.6707
18.6347 	 17.2205 	 14.0624 	 3.13742 	 -16.9234 	 -4.40382 	 -44.6815
18.6423 	 17.2261 	 14.0636 	 3.13578 	 -16.6739 	 -4.47395 	 -44.6918
18.6497 	 17.2316 	 14.0648 	 3.13412 	 -16.4242 	 -4.54236 	 -44.7016
18.6571 	 17.237 	 14.066 	 3.13246 	 -16.1745 	 -4.60911 	 -44.7108
18.6644 	 17.2422 	 14.0672 	 3.13078 	 -15.9246 	 -4.67422 	 -44.7197
18.6715 	 17.2474 	 14.0683 	 3.1291 	 -15.6746 	 -4.73774 	 -44.7281
18.6786 	 17.2525 	 14.0695 	 3.12741 	 -15.4244 	 -4.79975 	 -44.7361
18.6856 	 17.2575 	 14.0706 	 3.12573 	 -15.1741 	 -4.8603 	 -44.7437
18.6925 	 17.2624 	 14.0717 	 3.12403 	 -14.9238 	 -4.91948 	 -44.7509
18.6993 	 17.2672 	 14.0728 	 3.12233 	 -14.6733 	 -4.9773 	 -44.7578
18.7061 	 17.272 	 14.0739 	 3.12062 	 -14.4227 	 -5.03383 	 -44.7642
18.7127 	 17.2766 	 14.075 	 3.1189 	 -14.172 	 -5.08908 	 -44.7702
18.7193 	 17.2812 	 14.0761 	 3.11717 	 -13.9213 	 -5.14308 	 -44.7758
18.7259 	 17.2857 	 14.0771 	 3.11544 	 -13.6704 	 -5.1959 	 -44.781
18.7323 	 17.2902 	 14.0781 	 3.11371 	 -13.4195 	 -5.24758 	 -44.7859
18.7387 	 17.2945 	 14.0792 	 3.11197 	 -13.1684 	 -5.29814 	 -44.7904
18.7451 	 17.2988 	 14.0802 	 3.11023 	 -12.9173 	 -5.34764 	 -44.7947
18.7513 	 17.3031 	 14.0812 	 3.10848 	 -12.6661 	 -5.3961 	 -44.7987
18.7576 	 17.3072 	 14.0822 	 3.10673 	 -12.4148 	 -5.44352 	 -44.8024
18.7637 	 17.3114 	 14.0832 	 3.10497 	 -12.1635 	 -5.48991 	 -44.8058
18.7698 	 17.3154 	 14.0842 	 3.1032 	 -11.9121 	 -5.53528 	 -44.809
18.7759 	 17.3194 	 14.0851 	 3.10143 	 -11.6606 	 -5.57965 	 -44.8119
18.7819 	 17.3233 	 14.0861 	 3.09965 	 -11.409 	 -5.62306 	 -44.8145
18.7879 	 17.3272 	 14.087 	 3.09786 	 -11.1574 	 -5.66551 	 -44.817
18.7938 	 17.331 	 14.088 	 3.09607 	 -10.9057 	 -5.70707 	 -44.8192
18.7997 	 17.3348 	 14.0889 	 3.09427 	 -10.654 	 -5.74776 	 -44.8212
18.8056 	 17.3385 	 14.0898 	 3.09247 	 -10.4022 	 -5.78758 	 -44.823
18.8114 	 17.3421 	 14.0907 	 3.09067 	 -10.1503 	 -5.82655 	 -44.8246
18.8172 	 17.3457 	 14.0916 	 3.08886 	 -9.89834 	 -5.86466 	 -44.826
18.8229 	 17.3493 	 14.0925 	 3.08705 	 -9.64634 	 -5.90196 	 -44.8271
18.8286 	 17.3528 	 14.0934 	 3.08523 	 -9.39429 	 -5.93847 	 -44.828
18.8343 	 17.3562 	 14.0942 	 3.0834 	 -9.1422 	 -5.97422 	 -44.8286
18.8399 	 17.3596 	 14.0951 	 3.08157 	 -8.89005 	 -6.00922 	 -44.829
18.8455 	 17.363 	 14.0959 	 3.07973 	 -8.63786 	 -6.0435 	 -44.8291
18.8511 	 17.3663 	 14.0968 	 3.07789 	 -8.38561 	 -6.07707 	 -44.8288
18.8567 	 17.3695 	 14.0976 	 3.07604 	 -8.13331 	 -6.10992 	 -44.8281
18.8622 	 17.3727 	 14.0984 	 3.07419 	 -7.88097 	 -6.14206 	 -44.827
18.8677 	 17.3759 	 14.0992 	 3.07233 	 -7.62858 	 -6.17349 	 -44.8256
18.8732 	 17.379 	 14.0999 	 3.07047 	 -7.37616 	 -6.20421 	 -44.8239
18.8787 	 17.382 	 14.1007 	 3.0686 	 -7.12369 	 -6.23428 	 -44.8219
18.8841 	 17.3851 	 14.1015 	 3.06672 	 -6.87118 	 -6.26371 	 -44.8197
18.8896 	 17.3881 	 14.1022 	 3.06484 	 -6.61862 	 -6.2925 	 -44.8171
18.895 	 17.391 	 14.1029 	 3.06296 	 -6.36602 	 -6.32062 	 -44.8142
18.9004 	 17.3939 	 14.1037 	 3.06107 	 -6.11337 	 -6.34809 	 -44.8111
18.9057 	 17.3968 	 14.1044 	 3.05917 	 -5.86069 	 -6.37493 	 -44.8076
18.9111 	 17.3996 	 14.1051 	 3.05727 	 -5.60797 	 -6.40118 	 -44.8039
18.9164 	 17.4024 	 14.1058 	 3.05535 	 -5.35524 	 -6.42686 	 -44.8
18.9218 	 17.4051 	 14.1065 	 3.05343 	 -5.10246 	 -6.45194 	 -44.7958
18.9271 	 17.4078 	 14.1071 	 3.05151 	 -4.84965 	 -6.47644 	 -44.7913
18.9323 	 17.4105 	 14.1078 	 3.04958 	 -4.59679 	 -6.50033 	 -44.7866
18.9376 	 17.4131 	 14.1085 	 3.04764 	 -4.3439 	 -6.52364 	 -44.7816
18.9429 	 17.4157 	 14.1091 	 3.0457 	 -4.09097 	 -6.54637 	 -44.7763
18.9481 	 17.4182 	 14.1098 	 3.04376 	 -3.83801 	 -6.56854 	 -44.7707
18.9534 	 17.4208 	 14.1104 	 3.0418 	 -3.58503 	 -6.59018 	 -44.7647
18.9586 	 17.4232 	 14.111 	 3.03984 	 -3.33202 	 -6.61131 	 -44.7586
18.9638 	 17.4257 	 14.1116 	 3.03787 	 -3.07898 	 -6.63189 	 -44.7521
18.969 	 17.4281 	 14.1122 	 3.03589 	 -2.8259 	 -6.65193 	 -44.7454
18.9742 	 17.4305 	 14.1128 	 3.03391 	 -2.57279 	 -6.67143 	 -44.7386
18.9794 	 17.4328 	 14.1134 	 3.03192 	 -2.31964 	 -6.69039 	 -44.7315
18.9846 	 17.4351 	 14.114 	 3.02993 	 -2.06646 	 -6.7088 	 -44.7241
18.9898 	 17.4374 	 14.1146 	 3.02793 	 -1.81325 	 -6.72669 	 -44.7166
18.9949 	 17.4397 	 14.1151 	 3.02592 	 -1.56001 	 -6.74404 	 -44.7089
19.0001 	 17.4419 	 14.1157 	 3.02391 	 -1.30673 	 -6.76084 	 -44.7011
19.0052 	 17.4441 	 14.1163 	 3.02189 	 -1.05342 	 -6.7771 	 -44.693
19.0104 	 17.4462 	 14.1168 	 3.01986 	 -0.800071 	 -6.79285 	 -44.6848
19.0155 	 17.4484 	 14.1174 	 3.01783 	 -0.546698 	 -6.80812 	 -44.6765
19.0206 	 17.4505 	 14.1179 	 3.01579 	 -0.293295 	 -6.82291 	 -44.668
19.0257 	 17.4525 	 14.1185 	 3.01375 	 -0.0398584 	 -6.83718 	 -44.6594
19.0309 	 17.4546 	 14.119 	 3.0117 	 0.213616 	 -6.8509 	 -44.6506
19.036 	 17.4566 	 14.1195 	 3.00964 	 0.46713 	 -6.86406 	 -44.6417
19.0411 	 17.4585 	 14.12 	 3.00758 	 0.720683 	 -6.87668 	 -44.6327
19.0462 	 17.4605 	 14.1206 	 3.00552 	 0.974274 	 -6.88878 	 -44.6236
19.0513 	 17.4624 	 14.1211 	 3.00345 	 1.22791 	 -6.90035 	 -44.6145
19.0564 	 17.4643 	 14.1216 	 3.00137 	 1.48158 	 -6.91137 	 -44.6052
19.0615 	 17.4662 	 14.1221 	 2.99929 	 1.73531 	 -6.92183 	 -44.5959
19.0666 	 17.4681 	 14.1226 	 2.99721 	 1.98906 	 -6.93176 	 -44.5865
19.0717 	 17.4699 	 14.1231 	 2.99512 	 2.24285 	 -6.94118 	 -44.577
19.0767 	 17.4717 	 14.1236 	 2.99302 	 2.49666 	 -6.95013 	 -44.5674
19.0818 	 17.4734 	 14.1241 	 2.99091 	 2.75051 	 -6.95862 	 -44.5576
19.0869 	 17.4752 	 14.1246 	 2.9888 	 3.00439 	 -6.96664 	 -44.5478
19.092 	 17.4769 	 14.1251 	 2.98668 	 3.2583 	 -6.97415 	 -44.5378
19.0971 	 17.4786 	 14.1255 	 2.98456 	 3.51226 	 -6.98115 	 -44.5278
19.1023 	 17.4803 	 14.126 	 2.98244 	 3.76625 	 -6.98764 	 -44.5176
19.1074 	 17.4819 	 14.1265 	 2.9803 	 4.02028 	 -6.99362 	 -44.5074
19.1125 	 17.4835 	 14.127 	 2.97816 	 4.27434 	 -6.99911 	 -44.4971
19.1176 	 17.4851 	 14.1274 	 2.97602 	 4.52843 	 -7.00411 	 -44.4867
19.1227 	 17.4867 	 14.1279 	 2.97387 	 4.78257 	 -7.00862 	 -44.4761
19.1279 	 17.4882 	 14.1283 	 2.97171 	 5.03674 	 -7.01262 	 -44.4655
19.133 	 17.4897 	 14.1288 	 2.96955 	 5.29095 	 -7.01608 	 -44.4548
19.1382 	 17.4912 	 14.1292 	 2.96738 	 5.5452 	 -7.019 	 -44.444
19.1433 	 17.4927 	 14.1297 	 2.96521 	 5.7995 	 -7.02145 	 -44.4331
19.1485 	 17.4941 	 14.1301 	 2.96303 	 6.05383 	 -7.02343 	 -44.4222
19.1537 	 17.4955 	 14.1306 	 2.96085 	 6.30819 	 -7.0249 	 -44.4111
19.1589 	 17.4969 	 14.131 	 2.95866 	 6.5626 	 -7.02583 	 -44.4
19.1641 	 17.4983 	 14.1314 	 2.95647 	 6.81706 	 -7.02622 	 -44.3888
19.1694 	 17.4997 	 14.1318 	 2.95427 	 7.07157 	 -7.02604 	 -44.3775
19.1746 	 17.501 	 14.1323 	 2.95207 	 7.32613 	 -7.02527 	 -44.3661
19.1799 	 17.5023 	 14.1327 	 2.94986 	 7.58074 	 -7.02392 	 -44.3547
19.1852 	 17.5036 	 14.1331 	 2.94765 	 7.8354 	 -7.022 	 -44.3432
19.1905 	 17.5048 	 14.1335 	 2.94543 	 8.0901 	 -7.0195 	 -44.3316
19.1958 	 17.5061 	 14.1339 	 2.94321 	 8.34485 	 -7.01645 	 -44.3199
19.2011 	 17.5073 	 14.1344 	 2.94098 	 8.59965 	 -7.0128 	 -44.3082
19.2065 	 17.5085 	 14.1348 	 2.93874 	 8.85451 	 -7.00854 	 -44.2963
19.2119 	 17.5096 	 14.1352 	 2.9365 	 9.10942 	 -7.00364 	 -44.2844
19.2173 	 17.5108 	 14.1356 	 2.93425 	 9.36438 	 -6.99812 	 -44.2724
19.2227 	 17.5119 	 14.136 	 2.93199 	 9.6194 	 -6.99197 	 -44.2604
19.2282 	 17.513 	 14.1364 	 2.92973 	 9.87447 	 -6.98517 	 -44.2482
19.2336 	 17.514 	 14.1368 	 2.92746 	 10.1296 	 -6.97772 	 -44.236
19.2392 	 17.5151 	 14.1372 	 2.92518 	 10.3848 	 -6.9696 	 -44.2236
19.2447 	 17.5161 	 14.1375 	 2.9229 	 10.6401 	 -6.96082 	 -44.2112
19.2503 	 17.5171 	 14.1379 	 2.92061 	 10.8954 	 -6.95138 	 -44.1986
19.2559 	 17.5181 	 14.1383 	 2.91832 	 11.1507 	 -6.94125 	 -44.186
19.2615 	 17.519 	 14.1387 	 2.91601 	 11.4062 	 -6.93044 	 -44.1732
19.2672 	 17.5199 	 14.1391 	 2.9137 	 11.6616 	 -6.91891 	 -44.1603
19.2729 	 17.5208 	 14.1394 	 2.91138 	 11.9172 	 -6.90666 	 -44.1474
19.2786 	 17.5217 	 14.1398 	 2.90905 	 12.1728 	 -6.89368 	 -44.1342
19.2844 	 17.5226 	 14.1402 	 2.90671 	 12.4285 	 -6.87995 	 -44.121
19.2902 	 17.5234 	 14.1406 	 2.90436 	 12.6843 	 -6.86548 	 -44.1077
19.2961 	 17.5242 	 14.1409 	 2.902 	 12.9401 	 -6.8502 	 -44.0942
19.302 	 17.5249 	 14.1413 	 2.89964 	 13.196 	 -6.83406 	 -44.0807
19.308 	 17.5257 	 14.1416 	 2.89726 	 13.452 	 -6.81699 	 -44.0671
19.314 	 17.5264 	 14.142 	 2.89487 	 13.708 	 -6.79896 	 -44.0534
19.3201 	 17.5271 	 14.1424 	 2.89247 	 13.9642 	 -6.77996 	 -44.0396
19.3262 	 17.5278 	 14.1427 	 2.89007 	 14.2205 	 -6.75998 	 -44.0257
19.3324 	 17.5284 	 14.1431 	 2.88766 	 14.4768 	 -6.73906 	 -44.0117
19.3387 	 17.529 	 14.1435 	 2.88524 	 14.7333 	 -6.71724 	 -43.9975
19.345 	 17.5296 	 14.1438 	 2.88281 	 14.9899 	 -6.69451 	 -43.9831
19.3515 	 17.5301 	 14.1442 	 2.88037 	 15.2465 	 -6.67078 	 -43.9685
19.3579 	 17.5307 	 14.1445 	 2.87791 	 15.5032 	 -6.64602 	 -43.9536
19.3645 	 17.5312 	 14.1449 	 2.87544 	 15.76 	 -6.62016 	 -43.9384
19.3712 	 17.5316 	 14.1453 	 2.87296 	 16.017 	 -6.59309 	 -43.923
19.3779 	 17.5321 	 14.1456 	 2.87047 	 16.2741 	 -6.56478 	 -43.9073
19.3848 	 17.5325 	 14.146 	 2.86796 	 16.5313 	 -6.53518 	 -43.8914
19.3917 	 17.5328 	 14.1464 	 2.86543 	 16.7886 	 -6.50427 	 -43.8753
19.3987 	 17.5331 	 14.1467 	 2.86288 	 17.046 	 -6.47202 	 -43.8589
19.4059 	 17.5334 	 14.1471 	 2.8603 	 17.3036 	 -6.43834 	 -43.8422
19.4132 	 17.5336 	 14.1474 	 2.85771 	 17.5613 	 -6.40313 	 -43.8251
19.4205 	 17.5338 	 14.1478 	 2.85509 	 17.8192 	 -6.36632 	 -43.8077
19.4281 	 17.534 	 14.1481 	 2.85246 	 18.0772 	 -6.32785 	 -43.79
19.4357 	 17.5341 	 14.1485 	 2.8498 	 18.3354 	 -6.28762 	 -43.7718
19.4435 	 17.5341 	 14.1488 	 2.84711 	 18.5938 	 -6.24551 	 -43.7533
19.4515 	 17.5341 	 14.1491 	 2.84438 	 18.8524 	 -6.20133 	 -43.7343
19.4597 	 17.5341 	 14.1495 	 2.84162 	 19.1111 	 -6.1549 	 -43.7149
19.468 	 17.5339 	 14.1498 	 2.83884 	 19.3702 	 -6.10601 	 -43.6952
19.4766 	 17.5338 	 14.1502 	 2.83602 	 19.6295 	 -6.05446 	 -43.675
19.4854 	 17.5335 	 14.1505 	 2.83317 	 19.8891 	 -6.00001 	 -43.6543
19.4944 	 17.5332 	 14.1508 	 2.83028 	 20.1491 	 -5.94239 	 -43.6331
19.5037 	 17.5329 	 14.1512 	 2.82734 	 20.4094 	 -5.88134 	 -43.6112
19.5134 	 17.5324 	 14.1515 	 2.82434 	 20.67 	 -5.81663 	 -43.5886
19.5233 	 17.5318 	 14.1518 	 2.82128 	 20.9311 	 -5.74785 	 -43.5652
19.5337 	 17.5312 	 14.1521 	 2.81816 	 21.1927 	 -5.67449 	 -43.5409
19.5445 	 17.5304 	 14.1524 	 2.81496 	 21.4548 	 -5.59572 	 -43.5156
19.5558 	 17.5294 	 14.1527 	 2.81168 	 21.7176 	 -5.5106 	 -43.4892
19.5678 	 17.5283 	 14.153 	 2.80828 	 21.9811 	 -5.41806 	 -43.4614
19.5804 	 17.5271 	 14.1532 	 2.80498 	 22.229 	 -5.32286 	 -43.4338
19.5931 	 17.5258 	 14.1535 	 2.80179 	 22.4597 	 -5.22555 	 -43.4067
19.6057 	 17.5244 	 14.1537 	 2.79873 	 22.6729 	 -5.12614 	 -43.38
19.6182 	 17.523 	 14.1538 	 2.7958 	 22.8686 	 -5.02473 	 -43.354
19.6307 	 17.5214 	 14.154 	 2.79299 	 23.0473 	 -4.92132 	 -43.3285
19.6432 	 17.5197 	 14.1541 	 2.79029 	 23.209 	 -4.81609 	 -43.3037
19.6556 	 17.518 	 14.1542 	 2.7877 	 23.3542 	 -4.70921 	 -43.2793
19.6681 	 17.5161 	 14.1542 	 2.78519 	 23.4828 	 -4.60094 	 -43.2554
19.6805 	 17.5141 	 14.1543 	 2.78278 	 23.5946 	 -4.49135 	 -43.2322
19.6928 	 17.5121 	 14.1542 	 2.7805 	 23.6895 	 -4.38008 	 -43.2096
19.7052 	 17.51 	 14.1542 	 2.77836 	 23.7673 	 -4.26699 	 -43.1877
19.7176 	 17.5078 	 14.1541 	 2.77637 	 23.8278 	 -4.15212 	 -43.1666
19.7299 	 17.5056 	 14.1541 	 2.77451 	 23.8711 	 -4.0356 	 -43.1464
19.7423 	 17.5033 	 14.154 	 2.77276 	 23.8974 	 -3.91753 	 -43.1271
19.7547 	 17.5009 	 14.1539 	 2.77113 	 23.9067 	 -3.798 	 -43.1085
19.7671 	 17.4985 	 14.1537 	 2.7696 	 23.8993 	 -3.67717 	 -43.0907
19.7795 	 17.4959 	 14.1536 	 2.76817 	 23.875 	 -3.55506 	 -43.0738
19.7919 	 17.4934 	 14.1534 	 2.76688 	 23.8334 	 -3.43181 	 -43.0578
19.8043 	 17.4907 	 14.1531 	 2.76571 	 23.7745 	 -3.30736 	 -43.0428
19.8168 	 17.4881 	 14.1529 	 2.76469 	 23.6983 	 -3.1816 	 -43.029
19.8292 	 17.4853 	 14.1527 	 2.76379 	 23.6047 	 -3.05445 	 -43.0163
19.8417 	 17.4826 	 14.1524 	 2.76301 	 23.4937 	 -2.92602 	 -43.0047
19.8542 	 17.4798 	 14.1521 	 2.76235 	 23.3656 	 -2.79668 	 -42.9944
19.8668 	 17.4769 	 14.1518 	 2.7618 	 23.2205 	 -2.66679 	 -42.9852
19.8793 	 17.474 	 14.1515 	 2.76137 	 23.0589 	 -2.53677 	 -42.9773
19.8919 	 17.4711 	 14.1511 	 2.76108 	 22.8806 	 -2.4064 	 -42.9708
19.9044 	 17.4682 	 14.1508 	 2.76093 	 22.6859 	 -2.27553 	 -42.9657
19.9169 	 17.4652 	 14.1504 	 2.76091 	 22.4748 	 -2.14432 	 -42.9621
19.9294 	 17.4623 	 14.1501 	 2.76103 	 22.248 	 -2.01304 	 -42.9599
19.9419 	 17.4594 	 14.1497 	 2.76127 	 22.0083 	 -1.88331 	 -42.9592
19.9542 	 17.4566 	 14.1493 	 2.7616 	 21.7678 	 -1.76099 	 -42.9599
19.9658 	 17.4539 	 14.1489 	 2.76203 	 21.5266 	 -1.64492 	 -42.9618
19.9768 	 17.4514 	 14.1486 	 2.76254 	 21.2848 	 -1.53416 	 -42.9647
19.9873 	 17.449 	 14.1482 	 2.76312 	 21.0424 	 -1.42801 	 -42.9687
19.9974 	 17.4466 	 14.1479 	 2.76376 	 20.7997 	 -1.32596 	 -42.9735
20.0071 	 17.4444 	 14.1475 	 2.76445 	 20.5565 	 -1.2276 	 -42.9792
20.0165 	 17.4422 	 14.1472 	 2.76519 	 20.3129 	 -1.13252 	 -42.9856
20.0256 	 17.4401 	 14.1469 	 2.76597 	 20.0689 	 -1.04045 	 -42.9926
20.0344 	 17.4381 	 14.1466 	 2.76679 	 19.8247 	 -0.951095 	 -43.0003
20.043 	 17.4361 	 14.1463 	 2.76764 	 19.5801 	 -0.864299 	 -43.0085
20.0514 	 17.4342 	 14.146 	 2.76853 	 19.3353 	 -0.779917 	 -43.0174
20.0595 	 17.4324 	 14.1457 	 2.76946 	 19.0902 	 -0.697781 	 -43.0268
20.0675 	 17.4306 	 14.1454 	 2.77042 	 18.8448 	 -0.617729 	 -43.0367
20.0753 	 17.4288 	 14.1452 	 2.7714 	 18.5992 	 -0.539587 	 -43.0472
20.0829 	 17.4271 	 14.1449 	 2.77241 	 18.3534 	 -0.463232 	 -43.0583
20.0904 	 17.4254 	 14.1447 	 2.77344 	 18.1075 	 -0.388561 	 -43.0698
20.0978 	 17.4238 	 14.1444 	 2.7745 	 17.8613 	 -0.315504 	 -43.0818
20.105 	 17.4222 	 14.1442 	 2.77558 	 17.6149 	 -0.244007 	 -43.0942
20.1121 	 17.4207 	 14.1439 	 2.77668 	 17.3683 	 -0.174007 	 -43.1071
20.1191 	 17.4191 	 14.1437 	 2.7778 	 17.1216 	 -0.105409 	 -43.1205
20.126 	 17.4177 	 14.1434 	 2.77894 	 16.8747 	 -0.0380995 	 -43.1342
20.1328 	 17.4162 	 14.1432 	 2.78009 	 16.6276 	 0.027987 	 -43.1483
20.1395 	 17.4148 	 14.143 	 2.78125 	 16.3804 	 0.0928728 	 -43.1628
20.1461 	 17.4134 	 14.1428 	 2.78244 	 16.133 	 0.156556 	 -43.1776
20.1527 	 17.4121 	 14.1426 	 2.78364 	 15.8855 	 0.219086 	 -43.1928
20.1591 	 17.4108 	 14.1424 	 2.78486 	 15.6378 	 0.280532 	 -43.2084
20.1655 	 17.4095 	 14.1422 	 2.78609 	 15.39 	 0.340947 	 -43.2244
20.1718 	 17.4082 	 14.142 	 2.78733 	 15.1421 	 0.400351 	 -43.2407
20.178 	 17.407 	 14.1418 	 2.78858 	 14.894 	 0.458745 	 -43.2574
20.1842 	 17.4058 	 14.1416 	 2.78985 	 14.6459 	 0.516143 	 -43.2744
20.1903 	 17.4046 	 14.1414 	 2.79114 	 14.3976 	 0.572583 	 -43.2917
20.1964 	 17.4035 	 14.1412 	 2.79243 	 14.1491 	 0.628119 	 -43.3094
20.2024 	 17.4024 	 14.1411 	 2.79374 	 13.9006 	 0.682798 	 -43.3274
20.2083 	 17.4013 	 14.1409 	 2.79505 	 13.652 	 0.736647 	 -43.3457
20.2142 	 17.4002 	 14.1407 	 2.79638 	 13.4032 	 0.78967 	 -43.3643
20.22 	 17.3992 	 14.1406 	 2.79772 	 13.1544 	 0.841874 	 -43.3832
20.2258 	 17.3981 	 14.1404 	 2.79907 	 12.9054 	 0.893262 	 -43.4023
20.2316 	 17.3971 	 14.1403 	 2.80043 	 12.6563 	 0.943858 	 -43.4218
20.2373 	 17.3962 	 14.1401 	 2.8018 	 12.4072 	 0.993694 	 -43.4415
20.2429 	 17.3952 	 14.14 	 2.80318 	 12.1579 	 1.04279 	 -43.4615
20.2485 	 17.3943 	 14.1398 	 2.80457 	 11.9085 	 1.09118 	 -43.4817
20.2541 	 17.3934 	 14.1397 	 2.80597 	 11.6591 	 1.13888 	 -43.5022
20.2597 	 17.3925 	 14.1396 	 2.80738 	 11.4096 	 1.1859 	 -43.523
20.2652 	 17.3916 	 14.1394 	 2.80879 	 11.1599 	 1.23226 	 -43.5441
20.2707 	 17.3908 	 14.1393 	 2.81022 	 10.9102 	 1.27795 	 -43.5655
20.2761 	 17.39 	 14.1392 	 2.81165 	 10.6604 	 1.32298 	 -43.5872
20.2815 	 17.3892 	 14.1391 	 2.81309 	 10.4106 	 1.36737 	 -43.6092
20.2869 	 17.3884 	 14.139 	 2.81454 	 10.1606 	 1.41112 	 -43.6314
20.2922 	 17.3877 	 14.1389 	 2.816 	 9.91057 	 1.45423 	 -43.6538
20.2976 	 17.3869 	 14.1388 	 2.81746 	 9.66045 	 1.4967 	 -43.6765
20.3029 	 17.3862 	 14.1387 	 2.81894 	 9.41025 	 1.53856 	 -43.6995
20.3081 	 17.3855 	 14.1386 	 2.82042 	 9.15998 	 1.57982 	 -43.7227
20.3134 	 17.3849 	 14.1386 	 2.82191 	 8.90963 	 1.62051 	 -43.7462
20.3186 	 17.3842 	 14.1385 	 2.8234 	 8.6592 	 1.66062 	 -43.7698
20.3238 	 17.3836 	 14.1384 	 2.8249 	 8.4087 	 1.70015 	 -43.7937
20.329 	 17.383 	 14.1383 	 2.82641 	 8.15813 	 1.73911 	 -43.8178
