time 	 XG 	 YG 	 ZG 	 Phi 	 Theta 	 Psi
0 	 12.4979 	 12.5 	 4.00295 	 0 	 0 	 0
0.0048294 	 12.4979 	 12.5 	 4.00295 	 0 	 0 	 0
0.021994 	 12.4979 	 12.5 	 4.00026 	 1.24182e-11 	 0.000645619 	 7.12082e-12
0.0389723 	 12.4979 	 12.5 	 3.99501 	 -1.16453e-05 	 0.00226374 	 -8.03636e-08
0.0558176 	 12.4979 	 12.5 	 3.98747 	 -7.05035e-05 	 0.00557255 	 -2.17868e-06
0.0724723 	 12.4979 	 12.5 	 3.97803 	 -0.000218977 	 0.0110282 	 -1.20682e-05
0.0887042 	 12.4978 	 12.5 	 3.96692 	 -0.000511637 	 0.0186884 	 -3.72239e-05
0.104549 	 12.4978 	 12.5 	 3.95435 	 -0.00103834 	 0.0284581 	 -8.3836e-05
0.120023 	 12.4978 	 12.5 	 3.94039 	 -0.00192081 	 0.0403283 	 -0.000159182
0.135251 	 12.4978 	 12.5 	 3.92539 	 -0.00333721 	 0.0540765 	 -0.000265225
0.150055 	 12.4978 	 12.5 	 3.90939 	 -0.00554777 	 0.0698426 	 -0.000401938
0.164611 	 12.4978 	 12.5001 	 3.89258 	 -0.00883041 	 0.0875959 	 -0.000566911
0.178916 	 12.4978 	 12.5001 	 3.87525 	 -0.0134361 	 0.107043 	 -0.000741103
0.192864 	 12.4978 	 12.5002 	 3.8573 	 -0.0197279 	 0.128224 	 -0.000912898
0.206662 	 12.4978 	 12.5002 	 3.83885 	 -0.0279084 	 0.150745 	 -0.00104779
0.220301 	 12.4978 	 12.5003 	 3.82006 	 -0.0378302 	 0.17413 	 -0.00116098
0.233702 	 12.4978 	 12.5004 	 3.8008 	 -0.0492689 	 0.198549 	 -0.00123867
0.246982 	 12.4977 	 12.5006 	 3.78099 	 -0.0619112 	 0.223687 	 -0.00127467
0.260187 	 12.4977 	 12.5007 	 3.76061 	 -0.0755913 	 0.249306 	 -0.00121855
0.273341 	 12.4977 	 12.5009 	 3.73976 	 -0.0902188 	 0.275156 	 -0.00107493
0.286425 	 12.4977 	 12.501 	 3.71863 	 -0.105813 	 0.300544 	 -0.000825054
0.299386 	 12.4976 	 12.5012 	 3.69742 	 -0.122372 	 0.325086 	 -0.00043425
0.312168 	 12.4976 	 12.5015 	 3.67605 	 -0.139953 	 0.348596 	 9.94244e-05
0.324852 	 12.4975 	 12.5017 	 3.65442 	 -0.158434 	 0.371224 	 0.000763045
0.337502 	 12.4974 	 12.5019 	 3.63239 	 -0.177874 	 0.392808 	 0.0015639
0.35018 	 12.4974 	 12.5022 	 3.60999 	 -0.198216 	 0.413167 	 0.00246936
0.362863 	 12.4972 	 12.5024 	 3.58728 	 -0.219954 	 0.431811 	 0.00354062
0.375521 	 12.4971 	 12.5027 	 3.56438 	 -0.243104 	 0.448584 	 0.00473607
0.388137 	 12.497 	 12.5031 	 3.54143 	 -0.268259 	 0.463057 	 0.00605321
0.400703 	 12.4968 	 12.5035 	 3.51851 	 -0.295357 	 0.475183 	 0.00748322
0.413232 	 12.4966 	 12.5039 	 3.49559 	 -0.324232 	 0.485025 	 0.00897004
0.425751 	 12.4963 	 12.5044 	 3.47262 	 -0.355236 	 0.492121 	 0.0106226
0.438278 	 12.4961 	 12.5049 	 3.44954 	 -0.387713 	 0.495683 	 0.0124339
0.45082 	 12.4957 	 12.5055 	 3.42625 	 -0.421849 	 0.495115 	 0.0144684
0.4634 	 12.4954 	 12.5061 	 3.40276 	 -0.45707 	 0.48939 	 0.0166978
0.476001 	 12.495 	 12.5068 	 3.37922 	 -0.493335 	 0.478311 	 0.0190424
0.488565 	 12.4946 	 12.5075 	 3.35547 	 -0.530628 	 0.460941 	 0.0215464
0.501215 	 12.4941 	 12.5082 	 3.33194 	 -0.5686 	 0.437843 	 0.0242002
0.513746 	 12.4937 	 12.509 	 3.30853 	 -0.607808 	 0.409199 	 0.0270073
0.526248 	 12.4932 	 12.5098 	 3.28503 	 -0.64842 	 0.376053 	 0.0299589
0.538822 	 12.4927 	 12.5106 	 3.26177 	 -0.689531 	 0.339967 	 0.0331001
0.551269 	 12.4923 	 12.5115 	 3.23815 	 -0.731856 	 0.301088 	 0.0364014
0.563876 	 12.4918 	 12.5124 	 3.21426 	 -0.775209 	 0.259801 	 0.0395921
0.576606 	 12.4914 	 12.5133 	 3.19048 	 -0.818941 	 0.216874 	 0.0423967
0.589279 	 12.4909 	 12.5142 	 3.16671 	 -0.863348 	 0.171979 	 0.0447571
0.601974 	 12.4905 	 12.515 	 3.14294 	 -0.908452 	 0.124918 	 0.0467674
0.614704 	 12.4902 	 12.5159 	 3.11917 	 -0.954305 	 0.0758953 	 0.0485806
0.627479 	 12.4898 	 12.5168 	 3.09539 	 -1.00067 	 0.0250104 	 0.0502665
0.640309 	 12.4895 	 12.5176 	 3.07156 	 -1.04743 	 -0.0275213 	 0.0517225
0.65321 	 12.4893 	 12.5185 	 3.04769 	 -1.0944 	 -0.0813824 	 0.0528261
0.66619 	 12.4891 	 12.5193 	 3.02351 	 -1.14241 	 -0.13729 	 0.0538988
0.679401 	 12.4889 	 12.5203 	 2.99938 	 -1.19097 	 -0.19483 	 0.0550042
0.69269 	 12.4888 	 12.5212 	 2.97538 	 -1.2404 	 -0.254027 	 0.0563773
0.706046 	 12.4887 	 12.5223 	 2.95166 	 -1.29086 	 -0.314374 	 0.0580694
0.719445 	 12.4887 	 12.5233 	 2.92819 	 -1.34281 	 -0.375776 	 0.060084
0.732904 	 12.4888 	 12.5244 	 2.90499 	 -1.39616 	 -0.437701 	 0.0624442
0.746398 	 12.4889 	 12.5255 	 2.88202 	 -1.45024 	 -0.499498 	 0.0651201
0.759925 	 12.4891 	 12.5267 	 2.85927 	 -1.50457 	 -0.56062 	 0.0682303
0.773472 	 12.4894 	 12.5278 	 2.83692 	 -1.55838 	 -0.620773 	 0.0718275
0.786928 	 12.4897 	 12.5289 	 2.81504 	 -1.61194 	 -0.68035 	 0.0759439
0.80027 	 12.4902 	 12.53 	 2.79362 	 -1.66545 	 -0.739897 	 0.0804983
0.813528 	 12.4906 	 12.5311 	 2.77272 	 -1.71923 	 -0.799317 	 0.0852448
0.826685 	 12.4912 	 12.5322 	 2.7524 	 -1.77306 	 -0.85833 	 0.0900416
0.839722 	 12.4918 	 12.5333 	 2.73272 	 -1.82668 	 -0.91661 	 0.0946631
0.85261 	 12.4924 	 12.5344 	 2.71367 	 -1.87984 	 -0.973617 	 0.0991097
0.865362 	 12.4931 	 12.5355 	 2.69519 	 -1.93272 	 -1.02904 	 0.103178
0.87802 	 12.4939 	 12.5367 	 2.67733 	 -1.98481 	 -1.08262 	 0.106826
0.890554 	 12.4947 	 12.5378 	 2.66007 	 -2.03526 	 -1.13459 	 0.110242
0.902955 	 12.4955 	 12.5389 	 2.64329 	 -2.08372 	 -1.18556 	 0.113607
0.915299 	 12.4964 	 12.5399 	 2.62702 	 -2.13019 	 -1.23575 	 0.11696
0.92753 	 12.4973 	 12.541 	 2.61121 	 -2.17574 	 -1.28551 	 0.120222
0.939685 	 12.4983 	 12.5421 	 2.59591 	 -2.22088 	 -1.3347 	 0.123249
0.951759 	 12.4993 	 12.5432 	 2.58106 	 -2.26564 	 -1.38326 	 0.12601
0.963786 	 12.5003 	 12.5444 	 2.56665 	 -2.30988 	 -1.43094 	 0.128501
0.975778 	 12.5013 	 12.5455 	 2.55276 	 -2.35278 	 -1.47758 	 0.130694
0.987644 	 12.5024 	 12.5466 	 2.53941 	 -2.39402 	 -1.52328 	 0.132564
0.999387 	 12.5035 	 12.5477 	 2.52653 	 -2.43389 	 -1.56831 	 0.134097
1.01106 	 12.5046 	 12.5489 	 2.51414 	 -2.47271 	 -1.61268 	 0.135289
1.02268 	 12.5057 	 12.55 	 2.50221 	 -2.51065 	 -1.65627 	 0.136145
1.03426 	 12.5069 	 12.5511 	 2.49072 	 -2.5479 	 -1.69918 	 0.136613
1.04584 	 12.5081 	 12.5522 	 2.4798 	 -2.58398 	 -1.74101 	 0.13662
1.05725 	 12.5093 	 12.5533 	 2.46939 	 -2.61888 	 -1.782 	 0.136212
1.06853 	 12.5105 	 12.5544 	 2.4595 	 -2.65235 	 -1.82204 	 0.135434
1.07968 	 12.5117 	 12.5555 	 2.4501 	 -2.68423 	 -1.86106 	 0.134364
1.09068 	 12.513 	 12.5566 	 2.44112 	 -2.71456 	 -1.89939 	 0.132996
1.10159 	 12.5143 	 12.5576 	 2.43252 	 -2.74323 	 -1.9373 	 0.131296
1.11244 	 12.5155 	 12.5587 	 2.42432 	 -2.77047 	 -1.97458 	 0.129246
1.12323 	 12.5169 	 12.5597 	 2.4165 	 -2.79639 	 -2.01124 	 0.126823
1.13399 	 12.5182 	 12.5607 	 2.40903 	 -2.82106 	 -2.04732 	 0.123955
1.14473 	 12.5196 	 12.5618 	 2.40192 	 -2.84458 	 -2.08262 	 0.12062
1.15546 	 12.521 	 12.5628 	 2.3952 	 -2.86686 	 -2.11707 	 0.116827
1.16612 	 12.5224 	 12.5639 	 2.38887 	 -2.88802 	 -2.15068 	 0.112615
1.17672 	 12.5238 	 12.5649 	 2.38291 	 -2.90786 	 -2.18369 	 0.107986
1.18726 	 12.5252 	 12.566 	 2.37735 	 -2.92624 	 -2.21609 	 0.103013
1.19772 	 12.5267 	 12.567 	 2.37215 	 -2.94312 	 -2.24793 	 0.0977411
1.20814 	 12.5282 	 12.5681 	 2.36734 	 -2.95845 	 -2.27911 	 0.0921956
1.21848 	 12.5297 	 12.5691 	 2.36287 	 -2.97235 	 -2.30965 	 0.0863801
1.2288 	 12.5312 	 12.5702 	 2.35869 	 -2.98483 	 -2.33972 	 0.080163
1.2392 	 12.5327 	 12.5712 	 2.35481 	 -2.99567 	 -2.36915 	 0.0736021
1.24964 	 12.5343 	 12.5723 	 2.35123 	 -3.00498 	 -2.39781 	 0.066717
1.26006 	 12.5359 	 12.5733 	 2.34797 	 -3.01287 	 -2.4258 	 0.0594936
1.27044 	 12.5375 	 12.5744 	 2.34502 	 -3.01952 	 -2.4534 	 0.0518998
1.28083 	 12.5392 	 12.5754 	 2.3424 	 -3.0248 	 -2.48064 	 0.0439468
1.29122 	 12.5408 	 12.5765 	 2.3401 	 -3.02862 	 -2.50741 	 0.0356447
1.30162 	 12.5425 	 12.5776 	 2.33815 	 -3.03096 	 -2.53344 	 0.0270124
1.31201 	 12.5442 	 12.5786 	 2.33652 	 -3.03182 	 -2.55858 	 0.0180814
1.32239 	 12.546 	 12.5797 	 2.33519 	 -3.03116 	 -2.58279 	 0.00889305
1.33275 	 12.5477 	 12.5808 	 2.33416 	 -3.02897 	 -2.60622 	 -0.000574637
1.3431 	 12.5495 	 12.5818 	 2.33343 	 -3.02521 	 -2.62906 	 -0.0103296
1.35345 	 12.5513 	 12.5829 	 2.33298 	 -3.01976 	 -2.65144 	 -0.0203897
1.36378 	 12.5531 	 12.584 	 2.33285 	 -3.01258 	 -2.67333 	 -0.0306846
1.37411 	 12.555 	 12.585 	 2.33302 	 -3.0037 	 -2.69464 	 -0.0411392
1.38445 	 12.5568 	 12.5861 	 2.3335 	 -2.99309 	 -2.71527 	 -0.0517897
1.39478 	 12.5587 	 12.5872 	 2.33429 	 -2.98081 	 -2.73508 	 -0.0626203
1.40513 	 12.5606 	 12.5882 	 2.33536 	 -2.96683 	 -2.75402 	 -0.0736206
1.41548 	 12.5626 	 12.5893 	 2.33672 	 -2.9511 	 -2.77213 	 -0.0847852
1.42587 	 12.5645 	 12.5904 	 2.33835 	 -2.93364 	 -2.78957 	 -0.0960904
1.4363 	 12.5665 	 12.5915 	 2.34027 	 -2.91452 	 -2.80646 	 -0.107492
1.44679 	 12.5685 	 12.5927 	 2.34251 	 -2.89378 	 -2.82286 	 -0.118978
1.45732 	 12.5706 	 12.5938 	 2.34505 	 -2.87136 	 -2.83869 	 -0.130593
1.46791 	 12.5727 	 12.595 	 2.34791 	 -2.84723 	 -2.85369 	 -0.142367
1.47857 	 12.5748 	 12.5961 	 2.35107 	 -2.82146 	 -2.86766 	 -0.154323
1.48931 	 12.5769 	 12.5973 	 2.35453 	 -2.79402 	 -2.88068 	 -0.166439
1.50012 	 12.5791 	 12.5985 	 2.3583 	 -2.76485 	 -2.89293 	 -0.178692
1.51098 	 12.5813 	 12.5997 	 2.36236 	 -2.73405 	 -2.90451 	 -0.191005
1.52187 	 12.5836 	 12.601 	 2.36671 	 -2.70162 	 -2.91541 	 -0.203355
1.53277 	 12.5858 	 12.6022 	 2.37136 	 -2.66774 	 -2.92551 	 -0.215798
1.54369 	 12.5881 	 12.6034 	 2.3763 	 -2.63252 	 -2.93468 	 -0.228349
1.55464 	 12.5904 	 12.6047 	 2.38152 	 -2.59606 	 -2.94281 	 -0.241008
1.56561 	 12.5927 	 12.606 	 2.38701 	 -2.55836 	 -2.94984 	 -0.253788
1.5766 	 12.5951 	 12.6073 	 2.39279 	 -2.5194 	 -2.95588 	 -0.26668
1.58761 	 12.5974 	 12.6085 	 2.39883 	 -2.47916 	 -2.96106 	 -0.279713
1.59864 	 12.5998 	 12.6099 	 2.40514 	 -2.43769 	 -2.96548 	 -0.292881
1.60968 	 12.6022 	 12.6112 	 2.41171 	 -2.39514 	 -2.96908 	 -0.306207
1.62074 	 12.6047 	 12.6125 	 2.41854 	 -2.35164 	 -2.9717 	 -0.319675
1.63179 	 12.6071 	 12.6138 	 2.42561 	 -2.3073 	 -2.97298 	 -0.333332
1.64286 	 12.6096 	 12.6151 	 2.43293 	 -2.26215 	 -2.97276 	 -0.347219
1.65394 	 12.6121 	 12.6165 	 2.44048 	 -2.21623 	 -2.97121 	 -0.361243
1.66503 	 12.6146 	 12.6178 	 2.44828 	 -2.1697 	 -2.96872 	 -0.375384
1.67613 	 12.6171 	 12.6192 	 2.45631 	 -2.12264 	 -2.96558 	 -0.389637
1.68724 	 12.6196 	 12.6206 	 2.46458 	 -2.07498 	 -2.96169 	 -0.40406
1.69837 	 12.6222 	 12.622 	 2.47307 	 -2.02662 	 -2.95677 	 -0.41856
1.70951 	 12.6248 	 12.6234 	 2.48178 	 -1.97754 	 -2.95054 	 -0.433129
1.72067 	 12.6274 	 12.6248 	 2.49071 	 -1.92777 	 -2.94294 	 -0.44775
1.73187 	 12.63 	 12.6263 	 2.49986 	 -1.87729 	 -2.93408 	 -0.46241
1.74309 	 12.6326 	 12.6277 	 2.50923 	 -1.82605 	 -2.92409 	 -0.477072
1.75437 	 12.6353 	 12.6291 	 2.51883 	 -1.77419 	 -2.91296 	 -0.491701
1.76568 	 12.638 	 12.6306 	 2.52865 	 -1.72179 	 -2.90064 	 -0.506292
1.77704 	 12.6407 	 12.632 	 2.53869 	 -1.66873 	 -2.88717 	 -0.520837
1.78844 	 12.6434 	 12.6335 	 2.54891 	 -1.61484 	 -2.87259 	 -0.535368
1.79985 	 12.6461 	 12.6349 	 2.55931 	 -1.56008 	 -2.85688 	 -0.54995
1.81128 	 12.6488 	 12.6364 	 2.5699 	 -1.50441 	 -2.84014 	 -0.564682
1.82274 	 12.6515 	 12.6378 	 2.58065 	 -1.44795 	 -2.82251 	 -0.579684
1.83421 	 12.6542 	 12.6393 	 2.59154 	 -1.39094 	 -2.80399 	 -0.594857
1.84569 	 12.6569 	 12.6407 	 2.60255 	 -1.33363 	 -2.78445 	 -0.610107
1.85716 	 12.6597 	 12.6422 	 2.61369 	 -1.27603 	 -2.76383 	 -0.625353
1.86863 	 12.6624 	 12.6437 	 2.62495 	 -1.21814 	 -2.74208 	 -0.640571
1.88012 	 12.6651 	 12.6452 	 2.63631 	 -1.15992 	 -2.71926 	 -0.655726
1.8916 	 12.6678 	 12.6467 	 2.64781 	 -1.10131 	 -2.69547 	 -0.670876
1.90311 	 12.6705 	 12.6482 	 2.65941 	 -1.04236 	 -2.67078 	 -0.686019
1.91463 	 12.6732 	 12.6498 	 2.67111 	 -0.983043 	 -2.64511 	 -0.701202
1.92616 	 12.676 	 12.6513 	 2.68291 	 -0.923346 	 -2.61828 	 -0.716549
1.93772 	 12.6787 	 12.6528 	 2.69483 	 -0.863097 	 -2.59028 	 -0.732089
1.94934 	 12.6814 	 12.6543 	 2.70692 	 -0.802085 	 -2.56118 	 -0.747886
1.96106 	 12.6842 	 12.6559 	 2.71922 	 -0.740053 	 -2.53103 	 -0.764002
1.97292 	 12.687 	 12.6574 	 2.73168 	 -0.677275 	 -2.50005 	 -0.780339
1.98488 	 12.6897 	 12.659 	 2.74422 	 -0.614048 	 -2.46831 	 -0.796792
1.99686 	 12.6925 	 12.6605 	 2.75683 	 -0.550405 	 -2.43562 	 -0.81334
2.00888 	 12.6953 	 12.6621 	 2.76948 	 -0.4864 	 -2.40189 	 -0.830023
2.02093 	 12.6981 	 12.6636 	 2.78215 	 -0.422149 	 -2.36714 	 -0.846848
2.03301 	 12.7008 	 12.6651 	 2.79485 	 -0.357723 	 -2.33164 	 -0.863839
2.0451 	 12.7036 	 12.6666 	 2.80757 	 -0.293197 	 -2.29561 	 -0.881017
2.05721 	 12.7063 	 12.6681 	 2.82031 	 -0.228518 	 -2.25913 	 -0.89837
2.06934 	 12.7091 	 12.6696 	 2.83306 	 -0.163729 	 -2.22218 	 -0.915899
2.08149 	 12.7118 	 12.6711 	 2.84581 	 -0.0988379 	 -2.18457 	 -0.933621
2.09368 	 12.7146 	 12.6726 	 2.85854 	 -0.0338221 	 -2.14623 	 -0.951553
2.10589 	 12.7173 	 12.6741 	 2.87125 	 0.0313721 	 -2.1072 	 -0.969686
2.11814 	 12.72 	 12.6755 	 2.88394 	 0.0967367 	 -2.0676 	 -0.988044
2.13043 	 12.7227 	 12.677 	 2.89662 	 0.162193 	 -2.0275 	 -1.00666
2.14275 	 12.7255 	 12.6784 	 2.90929 	 0.227758 	 -1.98688 	 -1.02554
2.15513 	 12.7282 	 12.6799 	 2.92193 	 0.293345 	 -1.94576 	 -1.04472
2.16756 	 12.7309 	 12.6813 	 2.93451 	 0.358721 	 -1.90405 	 -1.06416
2.18001 	 12.7336 	 12.6828 	 2.94699 	 0.423787 	 -1.8619 	 -1.08377
2.19248 	 12.7363 	 12.6842 	 2.95935 	 0.488525 	 -1.81933 	 -1.10355
2.20495 	 12.739 	 12.6856 	 2.97161 	 0.552876 	 -1.7765 	 -1.12343
2.21744 	 12.7416 	 12.687 	 2.98375 	 0.616796 	 -1.73354 	 -1.14339
2.22994 	 12.7443 	 12.6885 	 2.99577 	 0.68021 	 -1.69046 	 -1.1634
2.24245 	 12.7469 	 12.6899 	 3.00763 	 0.743058 	 -1.64722 	 -1.18344
2.25496 	 12.7495 	 12.6913 	 3.01934 	 0.805313 	 -1.60378 	 -1.20352
2.26748 	 12.7521 	 12.6927 	 3.03087 	 0.866918 	 -1.56015 	 -1.22364
2.28 	 12.7547 	 12.6942 	 3.04224 	 0.927869 	 -1.5164 	 -1.24382
2.29253 	 12.7573 	 12.6956 	 3.05343 	 0.988161 	 -1.47267 	 -1.26406
2.30507 	 12.7598 	 12.697 	 3.06444 	 1.04785 	 -1.42903 	 -1.28438
2.31763 	 12.7624 	 12.6984 	 3.07523 	 1.10682 	 -1.38562 	 -1.30475
2.33018 	 12.7649 	 12.6998 	 3.08582 	 1.1651 	 -1.34252 	 -1.32517
2.34274 	 12.7674 	 12.7013 	 3.09619 	 1.22265 	 -1.2997 	 -1.34564
2.3553 	 12.7699 	 12.7027 	 3.10634 	 1.27944 	 -1.25714 	 -1.36614
2.36787 	 12.7724 	 12.7041 	 3.11627 	 1.33544 	 -1.21482 	 -1.38666
2.38046 	 12.7749 	 12.7055 	 3.12596 	 1.39069 	 -1.17281 	 -1.40722
2.39305 	 12.7773 	 12.707 	 3.13543 	 1.44523 	 -1.1312 	 -1.42783
2.40567 	 12.7797 	 12.7084 	 3.14465 	 1.49899 	 -1.09009 	 -1.4485
2.41829 	 12.7821 	 12.7098 	 3.15361 	 1.55195 	 -1.0496 	 -1.46923
2.43092 	 12.7845 	 12.7113 	 3.16231 	 1.60407 	 -1.00976 	 -1.49003
2.44356 	 12.7869 	 12.7127 	 3.17074 	 1.65535 	 -0.970601 	 -1.51091
2.45622 	 12.7893 	 12.7141 	 3.1789 	 1.70579 	 -0.932151 	 -1.53188
2.46889 	 12.7916 	 12.7156 	 3.1868 	 1.75537 	 -0.894433 	 -1.55294
2.48158 	 12.794 	 12.717 	 3.19442 	 1.80407 	 -0.857463 	 -1.57409
2.49429 	 12.7963 	 12.7184 	 3.20174 	 1.85184 	 -0.821307 	 -1.59532
2.50701 	 12.7986 	 12.7198 	 3.20878 	 1.89863 	 -0.785987 	 -1.61663
2.51974 	 12.8008 	 12.7213 	 3.21552 	 1.9444 	 -0.751547 	 -1.63802
2.53248 	 12.8031 	 12.7227 	 3.22196 	 1.98919 	 -0.718019 	 -1.65952
2.54524 	 12.8054 	 12.7241 	 3.2281 	 2.033 	 -0.685383 	 -1.68112
2.55802 	 12.8076 	 12.7255 	 3.23393 	 2.07581 	 -0.653636 	 -1.70283
2.57082 	 12.8098 	 12.7269 	 3.23945 	 2.11752 	 -0.622834 	 -1.72464
2.58363 	 12.812 	 12.7283 	 3.24466 	 2.15811 	 -0.593014 	 -1.74655
2.59645 	 12.8142 	 12.7297 	 3.24954 	 2.1976 	 -0.564224 	 -1.76858
2.60929 	 12.8163 	 12.7312 	 3.25411 	 2.23596 	 -0.536533 	 -1.79072
2.62214 	 12.8185 	 12.7326 	 3.25835 	 2.27318 	 -0.50998 	 -1.81298
2.63502 	 12.8206 	 12.734 	 3.26227 	 2.30922 	 -0.484607 	 -1.83535
2.64791 	 12.8227 	 12.7354 	 3.26585 	 2.34405 	 -0.460451 	 -1.85785
2.66082 	 12.8248 	 12.7368 	 3.26912 	 2.37762 	 -0.437558 	 -1.88047
2.67375 	 12.8269 	 12.7382 	 3.27205 	 2.40989 	 -0.415974 	 -1.90321
2.68669 	 12.8289 	 12.7396 	 3.27465 	 2.44086 	 -0.39572 	 -1.92608
2.69965 	 12.8309 	 12.7409 	 3.27691 	 2.47052 	 -0.376856 	 -1.94907
2.71263 	 12.833 	 12.7423 	 3.27885 	 2.49879 	 -0.359435 	 -1.97217
2.72562 	 12.835 	 12.7437 	 3.28045 	 2.52561 	 -0.343509 	 -1.99535
2.73864 	 12.8369 	 12.7451 	 3.28171 	 2.55095 	 -0.32908 	 -2.01862
2.75167 	 12.8389 	 12.7465 	 3.28265 	 2.57486 	 -0.316182 	 -2.04196
2.76473 	 12.8408 	 12.7479 	 3.28327 	 2.59731 	 -0.304821 	 -2.06538
2.7778 	 12.8428 	 12.7493 	 3.28355 	 2.61826 	 -0.295048 	 -2.08888
2.7909 	 12.8447 	 12.7506 	 3.2835 	 2.63773 	 -0.286909 	 -2.11246
2.80402 	 12.8465 	 12.752 	 3.28313 	 2.65563 	 -0.280462 	 -2.13609
2.81716 	 12.8484 	 12.7534 	 3.28244 	 2.67189 	 -0.275776 	 -2.15976
2.83031 	 12.8502 	 12.7548 	 3.28142 	 2.68644 	 -0.272893 	 -2.18343
2.84348 	 12.8521 	 12.7562 	 3.28009 	 2.69928 	 -0.27185 	 -2.20711
2.85666 	 12.8539 	 12.7576 	 3.27844 	 2.71042 	 -0.272662 	 -2.23081
2.86986 	 12.8556 	 12.759 	 3.27648 	 2.71984 	 -0.275381 	 -2.25451
2.88308 	 12.8574 	 12.7604 	 3.27422 	 2.72754 	 -0.280028 	 -2.27824
2.89631 	 12.8591 	 12.7618 	 3.27165 	 2.7335 	 -0.286603 	 -2.30199
2.90956 	 12.8608 	 12.7632 	 3.26877 	 2.73772 	 -0.295116 	 -2.32578
2.92283 	 12.8625 	 12.7646 	 3.26561 	 2.74021 	 -0.305647 	 -2.34958
2.93612 	 12.8642 	 12.766 	 3.26215 	 2.7409 	 -0.318247 	 -2.37339
2.94942 	 12.8658 	 12.7674 	 3.2584 	 2.73972 	 -0.332944 	 -2.39719
2.96274 	 12.8674 	 12.7687 	 3.25438 	 2.73666 	 -0.349769 	 -2.42097
2.97607 	 12.869 	 12.7701 	 3.25009 	 2.73171 	 -0.368723 	 -2.44472
2.98942 	 12.8706 	 12.7715 	 3.24553 	 2.72486 	 -0.389805 	 -2.46847
3.00279 	 12.8721 	 12.7729 	 3.2407 	 2.71614 	 -0.413018 	 -2.49222
3.01617 	 12.8736 	 12.7743 	 3.2356 	 2.70549 	 -0.43841 	 -2.51596
3.02958 	 12.8751 	 12.7757 	 3.23026 	 2.6929 	 -0.466023 	 -2.53969
3.043 	 12.8766 	 12.777 	 3.22467 	 2.67839 	 -0.495829 	 -2.56341
3.05643 	 12.878 	 12.7784 	 3.21884 	 2.66191 	 -0.527799 	 -2.5871
3.06988 	 12.8794 	 12.7798 	 3.21278 	 2.6435 	 -0.561925 	 -2.61076
3.08334 	 12.8808 	 12.7811 	 3.20649 	 2.62319 	 -0.598226 	 -2.63442
3.09682 	 12.8821 	 12.7825 	 3.19999 	 2.60097 	 -0.636722 	 -2.65806
3.11032 	 12.8835 	 12.7838 	 3.19327 	 2.5768 	 -0.677426 	 -2.68168
3.12383 	 12.8847 	 12.7852 	 3.18635 	 2.5506 	 -0.720366 	 -2.70528
3.13736 	 12.886 	 12.7865 	 3.17923 	 2.52246 	 -0.765542 	 -2.7289
3.15092 	 12.8872 	 12.7878 	 3.17192 	 2.49242 	 -0.812941 	 -2.75254
3.16449 	 12.8884 	 12.7891 	 3.16442 	 2.46049 	 -0.862513 	 -2.77621
3.17809 	 12.8896 	 12.7905 	 3.15675 	 2.42664 	 -0.914191 	 -2.79989
3.1917 	 12.8907 	 12.7918 	 3.14892 	 2.39082 	 -0.967947 	 -2.82358
3.20533 	 12.8918 	 12.7931 	 3.14093 	 2.35299 	 -1.02379 	 -2.84732
3.21898 	 12.8928 	 12.7944 	 3.13281 	 2.31326 	 -1.08161 	 -2.87108
3.23261 	 12.8938 	 12.7957 	 3.12458 	 2.2717 	 -1.14135 	 -2.89487
3.24624 	 12.8948 	 12.797 	 3.11624 	 2.22836 	 -1.20293 	 -2.9187
3.25986 	 12.8958 	 12.7983 	 3.10779 	 2.18329 	 -1.26621 	 -2.94258
3.27348 	 12.8967 	 12.7996 	 3.09925 	 2.13656 	 -1.33105 	 -2.96649
3.2871 	 12.8975 	 12.801 	 3.09061 	 2.08826 	 -1.39742 	 -2.99047
3.30071 	 12.8984 	 12.8023 	 3.0819 	 2.03834 	 -1.46527 	 -3.01452
3.31432 	 12.8992 	 12.8036 	 3.07313 	 1.98673 	 -1.53449 	 -3.03862
3.32794 	 12.9 	 12.8049 	 3.0643 	 1.93345 	 -1.60501 	 -3.06275
3.34156 	 12.9007 	 12.8062 	 3.05542 	 1.87854 	 -1.67672 	 -3.08694
3.35519 	 12.9014 	 12.8075 	 3.04649 	 1.82204 	 -1.74951 	 -3.11123
3.36883 	 12.9021 	 12.8088 	 3.03752 	 1.76395 	 -1.82328 	 -3.13559
3.38249 	 12.9028 	 12.8102 	 3.02851 	 1.7043 	 -1.898 	 -3.16005
3.39617 	 12.9034 	 12.8115 	 3.01948 	 1.64315 	 -1.97355 	 -3.18455
3.40987 	 12.904 	 12.8128 	 3.01045 	 1.58054 	 -2.04985 	 -3.20908
3.42359 	 12.9045 	 12.8142 	 3.00142 	 1.51651 	 -2.12674 	 -3.23362
3.43734 	 12.9051 	 12.8155 	 2.99239 	 1.45112 	 -2.2041 	 -3.25818
3.45112 	 12.9056 	 12.8168 	 2.98339 	 1.38432 	 -2.28171 	 -3.28279
3.46493 	 12.9061 	 12.8182 	 2.9744 	 1.31612 	 -2.35933 	 -3.30752
3.47877 	 12.9066 	 12.8195 	 2.96545 	 1.24658 	 -2.43679 	 -3.33246
3.49264 	 12.907 	 12.8209 	 2.95656 	 1.17579 	 -2.51403 	 -3.35756
