time 	 Ue [m/s] 	 Ve [m/s] 	 We [m/s] 	 Pe [rad/s] 	 Qe [rad/s] 	 Re [rad/s]
19.5445 	 -0.0781086 	 0.0246773 	 -0.27525 	 0.363996 	 -0.171763 	 0.0760087
19.5558 	 -0.0864577 	 0.0224196 	 -0.268829 	 0.351553 	 -0.155289 	 0.0731604
19.5678 	 -0.0951359 	 0.0199279 	 -0.261324 	 0.338087 	 -0.137572 	 0.0701992
19.5804 	 -0.103532 	 0.0175983 	 -0.253086 	 0.324206 	 -0.119624 	 0.0671495
19.5931 	 -0.111331 	 0.0155166 	 -0.243882 	 0.310002 	 -0.101278 	 0.0639053
19.6057 	 -0.118857 	 0.0136086 	 -0.234623 	 0.295485 	 -0.0829439 	 0.0606182
19.6182 	 -0.126269 	 0.0116723 	 -0.225297 	 0.2808 	 -0.0647073 	 0.0573647
19.6307 	 -0.133705 	 0.00969351 	 -0.216441 	 0.265881 	 -0.0467383 	 0.0541981
19.6432 	 -0.141645 	 0.00710008 	 -0.209034 	 0.250849 	 -0.0292004 	 0.0512049
19.6556 	 -0.149639 	 0.00425358 	 -0.202054 	 0.235708 	 -0.0118166 	 0.0482649
19.6681 	 -0.157394 	 0.00143167 	 -0.194177 	 0.220339 	 0.005677 	 0.0453582
19.6805 	 -0.164243 	 -0.000959981 	 -0.184327 	 0.20477 	 0.0237322 	 0.0423129
19.6928 	 -0.170415 	 -0.00296749 	 -0.17312 	 0.188936 	 0.0421025 	 0.0391892
19.7052 	 -0.176084 	 -0.00461412 	 -0.161466 	 0.17283 	 0.0605323 	 0.0360343
19.7176 	 -0.181394 	 -0.00604335 	 -0.150449 	 0.156603 	 0.0787809 	 0.0329011
19.7299 	 -0.186545 	 -0.00751413 	 -0.140615 	 0.140421 	 0.0967323 	 0.0298828
19.7423 	 -0.191719 	 -0.00929931 	 -0.13182 	 0.124267 	 0.114378 	 0.0270887
19.7547 	 -0.197131 	 -0.0115268 	 -0.123753 	 0.108136 	 0.131646 	 0.02444
19.7671 	 -0.20228 	 -0.0137611 	 -0.114659 	 0.0917573 	 0.149081 	 0.0217215
19.7795 	 -0.207088 	 -0.0157137 	 -0.104447 	 0.0750254 	 0.166552 	 0.0189935
19.7919 	 -0.211304 	 -0.0173658 	 -0.0933603 	 0.0581909 	 0.184141 	 0.0162029
19.8043 	 -0.215025 	 -0.0188231 	 -0.0824475 	 0.0414923 	 0.201639 	 0.0134516
19.8168 	 -0.218167 	 -0.0200819 	 -0.0718773 	 0.0248928 	 0.219116 	 0.0107786
19.8292 	 -0.220901 	 -0.02116 	 -0.061858 	 0.0082224 	 0.236446 	 0.00816542
19.8417 	 -0.223991 	 -0.022559 	 -0.052751 	 -0.00848982 	 0.253163 	 0.0057064
19.8542 	 -0.227332 	 -0.0241599 	 -0.0438216 	 -0.0253488 	 0.269427 	 0.00330597
19.8668 	 -0.230177 	 -0.0255973 	 -0.0341284 	 -0.0422281 	 0.285711 	 0.000929775
19.8793 	 -0.232387 	 -0.0268907 	 -0.0235052 	 -0.0589647 	 0.302153 	 -0.00140151
19.8919 	 -0.234028 	 -0.0280573 	 -0.0122411 	 -0.0755531 	 0.318648 	 -0.00373208
19.9044 	 -0.235491 	 -0.0292006 	 -0.00114898 	 -0.0920514 	 0.334805 	 -0.00599905
19.9169 	 -0.236951 	 -0.0303681 	 0.0092754 	 -0.108419 	 0.35048 	 -0.00813825
19.9294 	 -0.238314 	 -0.0315137 	 0.019273 	 -0.124704 	 0.365724 	 -0.0101925
19.9419 	 -0.239409 	 -0.0325565 	 0.0292412 	 -0.140748 	 0.38052 	 -0.0121787
19.9542 	 -0.240038 	 -0.0333696 	 0.0388721 	 -0.155775 	 0.394294 	 -0.0139888
19.9658 	 -0.240323 	 -0.0340938 	 0.0481168 	 -0.169857 	 0.407206 	 -0.0156771
19.9768 	 -0.240204 	 -0.0346227 	 0.0571902 	 -0.183201 	 0.419423 	 -0.0172891
19.9873 	 -0.239899 	 -0.0350357 	 0.0659316 	 -0.195889 	 0.430887 	 -0.0188094
19.9974 	 -0.239453 	 -0.035352 	 0.0741102 	 -0.20802 	 0.441675 	 -0.0202101
20.0071 	 -0.238749 	 -0.035533 	 0.0814515 	 -0.219571 	 0.451921 	 -0.0214937
20.0165 	 -0.237821 	 -0.0355756 	 0.0885118 	 -0.230726 	 0.461727 	 -0.0226742
20.0256 	 -0.236786 	 -0.0356714 	 0.0951973 	 -0.241408 	 0.471149 	 -0.0238157
20.0344 	 -0.235578 	 -0.0356499 	 0.10216 	 -0.251873 	 0.480252 	 -0.02492
20.043 	 -0.234199 	 -0.0354901 	 0.10921 	 -0.262107 	 0.489017 	 -0.0260153
20.0514 	 -0.232928 	 -0.0354451 	 0.116131 	 -0.271909 	 0.497246 	 -0.0270792
20.0595 	 -0.231571 	 -0.0353806 	 0.122696 	 -0.281318 	 0.505063 	 -0.0281542
20.0675 	 -0.230168 	 -0.0353655 	 0.128851 	 -0.290292 	 0.512525 	 -0.029218
20.0753 	 -0.228604 	 -0.0352776 	 0.134724 	 -0.298993 	 0.519755 	 -0.0302486
20.0829 	 -0.226899 	 -0.035126 	 0.140467 	 -0.307505 	 0.526848 	 -0.0312249
20.0904 	 -0.225081 	 -0.0348959 	 0.14624 	 -0.315861 	 0.533741 	 -0.0321589
20.0978 	 -0.223268 	 -0.0346749 	 0.152001 	 -0.324021 	 0.540326 	 -0.0330748
20.105 	 -0.221467 	 -0.0344545 	 0.157425 	 -0.331938 	 0.546575 	 -0.0339827
20.1121 	 -0.219517 	 -0.0341977 	 0.162317 	 -0.339615 	 0.55268 	 -0.0348292
20.1191 	 -0.217318 	 -0.0338614 	 0.166935 	 -0.346993 	 0.558669 	 -0.0355898
20.126 	 -0.214983 	 -0.03347 	 0.171519 	 -0.35418 	 0.56451 	 -0.0363169
20.1328 	 -0.212738 	 -0.0331332 	 0.176353 	 -0.36124 	 0.57012 	 -0.0370535
20.1395 	 -0.210552 	 -0.0327696 	 0.181452 	 -0.368189 	 0.575416 	 -0.0378002
20.1461 	 -0.208404 	 -0.0324767 	 0.186379 	 -0.374934 	 0.580507 	 -0.038558
20.1527 	 -0.206101 	 -0.0321425 	 0.190911 	 -0.381469 	 0.585497 	 -0.0393073
20.1591 	 -0.203735 	 -0.0318016 	 0.195067 	 -0.387818 	 0.590352 	 -0.0400135
20.1655 	 -0.201326 	 -0.0314244 	 0.199128 	 -0.394067 	 0.595063 	 -0.0406963
20.1718 	 -0.199003 	 -0.0310616 	 0.203276 	 -0.400208 	 0.599521 	 -0.0413803
20.178 	 -0.196596 	 -0.0306231 	 0.207604 	 -0.406271 	 0.603853 	 -0.0420661
20.1842 	 -0.193983 	 -0.0300778 	 0.211873 	 -0.412235 	 0.608143 	 -0.0427435
20.1903 	 -0.191334 	 -0.0295829 	 0.215968 	 -0.417985 	 0.612319 	 -0.0434098
20.1964 	 -0.188585 	 -0.0290613 	 0.219914 	 -0.423565 	 0.616417 	 -0.0440657
20.2024 	 -0.185916 	 -0.0286507 	 0.223707 	 -0.428971 	 0.620343 	 -0.0446934
20.2083 	 -0.18321 	 -0.0281917 	 0.227463 	 -0.434357 	 0.624202 	 -0.04526
20.2142 	 -0.180544 	 -0.0277471 	 0.231267 	 -0.439644 	 0.627893 	 -0.0458137
20.22 	 -0.177746 	 -0.0271431 	 0.235077 	 -0.444887 	 0.631479 	 -0.0463284
20.2258 	 -0.174928 	 -0.026526 	 0.238688 	 -0.449976 	 0.634925 	 -0.0468227
20.2316 	 -0.172099 	 -0.0259532 	 0.242126 	 -0.454888 	 0.638241 	 -0.047326
20.2373 	 -0.169286 	 -0.0254117 	 0.24552 	 -0.459681 	 0.641456 	 -0.0478289
20.2429 	 -0.166451 	 -0.0249177 	 0.248894 	 -0.464328 	 0.644587 	 -0.0483533
20.2485 	 -0.163568 	 -0.0243913 	 0.252093 	 -0.468869 	 0.647622 	 -0.0488885
20.2541 	 -0.160452 	 -0.0236824 	 0.255373 	 -0.473328 	 0.650612 	 -0.0494748
20.2597 	 -0.157188 	 -0.0228312 	 0.258678 	 -0.477704 	 0.653504 	 -0.0500534
20.2652 	 -0.153857 	 -0.0219316 	 0.261897 	 -0.482025 	 0.656295 	 -0.05063
20.2707 	 -0.150656 	 -0.0211049 	 0.264888 	 -0.486241 	 0.65892 	 -0.0511991
20.2761 	 -0.147503 	 -0.020343 	 0.267829 	 -0.490338 	 0.661444 	 -0.0517601
20.2815 	 -0.144298 	 -0.0195535 	 0.270756 	 -0.494388 	 0.663936 	 -0.0522744
20.2869 	 -0.14116 	 -0.0187829 	 0.273772 	 -0.498362 	 0.66625 	 -0.0527319
20.2922 	 -0.137954 	 -0.0179629 	 0.276771 	 -0.50227 	 0.668496 	 -0.0531801
20.2976 	 -0.134532 	 -0.0170146 	 0.279814 	 -0.506102 	 0.670756 	 -0.0536797
20.3029 	 -0.131222 	 -0.0161984 	 0.282555 	 -0.509734 	 0.672829 	 -0.0541557
20.3081 	 -0.127828 	 -0.0153334 	 0.285071 	 -0.5133 	 0.674869 	 -0.054606
20.3134 	 -0.124441 	 -0.0144727 	 0.287505 	 -0.516809 	 0.676836 	 -0.0550201
20.3186 	 -0.120999 	 -0.0135621 	 0.290073 	 -0.520298 	 0.678748 	 -0.0554099
20.3238 	 -0.11753 	 -0.0126527 	 0.292708 	 -0.523678 	 0.680571 	 -0.0557992
20.329 	 -0.114038 	 -0.011782 	 0.29531 	 -0.526913 	 0.682316 	 -0.0562177
20.3341 	 -0.110493 	 -0.010847 	 0.297816 	 -0.530087 	 0.68394 	 -0.0566114
20.3392 	 -0.106865 	 -0.00987568 	 0.300209 	 -0.533193 	 0.685509 	 -0.0570234
20.3444 	 -0.103224 	 -0.0088868 	 0.302376 	 -0.536167 	 0.686944 	 -0.0574409
20.3494 	 -0.0995211 	 -0.00784383 	 0.304457 	 -0.539056 	 0.688247 	 -0.0578322
20.3545 	 -0.0957521 	 -0.00678492 	 0.30656 	 -0.541885 	 0.689495 	 -0.0582135
20.3596 	 -0.0919588 	 -0.00575285 	 0.308879 	 -0.544674 	 0.690704 	 -0.0586197
20.3646 	 -0.0881723 	 -0.00474759 	 0.311357 	 -0.547418 	 0.691846 	 -0.0589957
20.3697 	 -0.0844181 	 -0.00375719 	 0.313716 	 -0.55011 	 0.692914 	 -0.0593245
20.3747 	 -0.0806592 	 -0.00275734 	 0.315749 	 -0.552699 	 0.693885 	 -0.0596352
20.3797 	 -0.0768327 	 -0.00168366 	 0.317553 	 -0.555223 	 0.694776 	 -0.0599272
20.3846 	 -0.0729228 	 -0.000541955 	 0.319371 	 -0.557682 	 0.695588 	 -0.0602647
20.3896 	 -0.0689382 	 0.00065953 	 0.321354 	 -0.560067 	 0.696316 	 -0.0606167
20.3946 	 -0.0649233 	 0.00187304 	 0.323598 	 -0.562426 	 0.697009 	 -0.0609523
20.3995 	 -0.0609067 	 0.00300871 	 0.325819 	 -0.564644 	 0.697651 	 -0.0612918
20.4045 	 -0.0567847 	 0.00421163 	 0.32786 	 -0.566829 	 0.698306 	 -0.0616424
20.4094 	 -0.0526407 	 0.00545691 	 0.329772 	 -0.568988 	 0.698925 	 -0.0619719
20.4143 	 -0.0486315 	 0.0066054 	 0.331455 	 -0.571051 	 0.69939 	 -0.0623069
20.4192 	 -0.0446537 	 0.007798 	 0.333207 	 -0.573121 	 0.69973 	 -0.0626316
20.4241 	 -0.040745 	 0.00895235 	 0.335011 	 -0.575108 	 0.699925 	 -0.0629454
20.429 	 -0.0368358 	 0.0100364 	 0.336857 	 -0.576961 	 0.700045 	 -0.0632482
20.4339 	 -0.032747 	 0.011197 	 0.338623 	 -0.578715 	 0.700186 	 -0.0635236
20.4387 	 -0.0285115 	 0.0124695 	 0.340264 	 -0.580336 	 0.700242 	 -0.0637576
20.4436 	 -0.0242535 	 0.0136904 	 0.341821 	 -0.581817 	 0.700222 	 -0.0639848
20.4485 	 -0.0199452 	 0.0149563 	 0.343479 	 -0.583313 	 0.70016 	 -0.0642328
20.4533 	 -0.0156439 	 0.0162446 	 0.345239 	 -0.584785 	 0.699987 	 -0.0645468
20.4582 	 -0.0113835 	 0.0175102 	 0.346943 	 -0.586171 	 0.699696 	 -0.0649058
20.463 	 -0.00728337 	 0.0186596 	 0.348299 	 -0.587449 	 0.699269 	 -0.0652616
20.4678 	 -0.00314187 	 0.0198252 	 0.349436 	 -0.588673 	 0.698832 	 -0.065624
20.4727 	 0.00104507 	 0.0209991 	 0.350468 	 -0.589821 	 0.698376 	 -0.065998
20.4775 	 0.00536078 	 0.0222241 	 0.351771 	 -0.590936 	 0.697896 	 -0.0663909
20.4823 	 0.00966275 	 0.0234915 	 0.353251 	 -0.592032 	 0.697296 	 -0.066741
20.4872 	 0.0139338 	 0.0247678 	 0.354777 	 -0.593077 	 0.696563 	 -0.06707
20.492 	 0.0182394 	 0.0260711 	 0.356261 	 -0.594045 	 0.695736 	 -0.0674187
20.4968 	 0.0225905 	 0.0273604 	 0.357551 	 -0.594906 	 0.694887 	 -0.0677823
20.5017 	 0.0268833 	 0.028519 	 0.35845 	 -0.595581 	 0.693965 	 -0.0681486
20.5065 	 0.0312202 	 0.0296961 	 0.359108 	 -0.596217 	 0.693044 	 -0.0685389
20.5113 	 0.0355788 	 0.0309471 	 0.359855 	 -0.596874 	 0.692024 	 -0.0688555
20.5161 	 0.0400574 	 0.0324312 	 0.361113 	 -0.5976 	 0.690839 	 -0.0690887
20.521 	 0.044683 	 0.0340025 	 0.362759 	 -0.598329 	 0.689628 	 -0.0692877
20.5258 	 0.0492273 	 0.0353435 	 0.364296 	 -0.598826 	 0.688379 	 -0.0694899
20.5306 	 0.0537183 	 0.0365 	 0.36545 	 -0.599145 	 0.687127 	 -0.0696945
20.5355 	 0.0581683 	 0.0375498 	 0.366259 	 -0.599318 	 0.685835 	 -0.0699506
20.5403 	 0.0626135 	 0.0386161 	 0.367033 	 -0.599422 	 0.684423 	 -0.0702676
20.5452 	 0.0672314 	 0.039925 	 0.368055 	 -0.599638 	 0.682935 	 -0.070609
20.55 	 0.0719257 	 0.0413381 	 0.369371 	 -0.599855 	 0.681336 	 -0.0709536
20.5549 	 0.0766796 	 0.0428157 	 0.370432 	 -0.599968 	 0.679659 	 -0.0712079
20.5597 	 0.0813504 	 0.0442711 	 0.371034 	 -0.599995 	 0.677865 	 -0.0714928
20.5646 	 0.085936 	 0.0455738 	 0.371447 	 -0.599879 	 0.67602 	 -0.0718314
20.5695 	 0.0905607 	 0.046908 	 0.371989 	 -0.59984 	 0.67422 	 -0.0720955
20.5744 	 0.0952447 	 0.0482619 	 0.372665 	 -0.599712 	 0.672312 	 -0.0724148
20.5793 	 0.0998469 	 0.0494963 	 0.373422 	 -0.599429 	 0.670281 	 -0.0727826
20.5842 	 0.104494 	 0.0507099 	 0.37429 	 -0.599105 	 0.66824 	 -0.073206
20.5891 	 0.109027 	 0.0517613 	 0.374933 	 -0.598641 	 0.666126 	 -0.0735842
20.594 	 0.113598 	 0.0528446 	 0.375364 	 -0.59816 	 0.663971 	 -0.0739429
20.5989 	 0.11813 	 0.0539628 	 0.375831 	 -0.597734 	 0.661748 	 -0.0742514
20.6039 	 0.122552 	 0.0550137 	 0.376217 	 -0.597195 	 0.659388 	 -0.0746049
20.6088 	 0.127088 	 0.0561062 	 0.376715 	 -0.596591 	 0.657005 	 -0.0749881
20.6138 	 0.131834 	 0.0573744 	 0.377286 	 -0.595966 	 0.654598 	 -0.0753624
20.6187 	 0.136414 	 0.0585793 	 0.377892 	 -0.59524 	 0.651955 	 -0.0757081
20.6237 	 0.140965 	 0.0597865 	 0.378304 	 -0.594476 	 0.649206 	 -0.0760664
20.6287 	 0.145572 	 0.0608891 	 0.378901 	 -0.593608 	 0.646471 	 -0.07638
20.6337 	 0.150195 	 0.0618595 	 0.379474 	 -0.592588 	 0.6437 	 -0.0767397
20.6388 	 0.154723 	 0.0627136 	 0.380164 	 -0.59148 	 0.640854 	 -0.0771263
20.6438 	 0.159402 	 0.0637643 	 0.38067 	 -0.590409 	 0.637956 	 -0.0775383
20.6489 	 0.164175 	 0.0648146 	 0.381208 	 -0.58929 	 0.635066 	 -0.0779396
20.6539 	 0.168898 	 0.0657816 	 0.381437 	 -0.588042 	 0.632058 	 -0.0783234
20.659 	 0.173727 	 0.0668345 	 0.381797 	 -0.586749 	 0.628978 	 -0.0787044
20.6641 	 0.178605 	 0.0679535 	 0.382174 	 -0.585422 	 0.625795 	 -0.0790798
20.6693 	 0.183644 	 0.0692051 	 0.382493 	 -0.58406 	 0.622572 	 -0.0794717
20.6744 	 0.18862 	 0.0704626 	 0.382688 	 -0.582641 	 0.619214 	 -0.0798684
20.6796 	 0.193584 	 0.0717453 	 0.382589 	 -0.5812 	 0.615808 	 -0.0802848
20.6848 	 0.198767 	 0.0730202 	 0.382773 	 -0.579641 	 0.612469 	 -0.0807311
20.69 	 0.203709 	 0.074039 	 0.383233 	 -0.577904 	 0.608883 	 -0.0811806
20.6952 	 0.208624 	 0.0749804 	 0.383494 	 -0.57607 	 0.605261 	 -0.0815935
20.7005 	 0.213619 	 0.0759523 	 0.383831 	 -0.574173 	 0.601586 	 -0.0819663
20.7058 	 0.218671 	 0.0769243 	 0.384022 	 -0.572214 	 0.597844 	 -0.08229
20.7111 	 0.223739 	 0.0780177 	 0.383898 	 -0.570291 	 0.594014 	 -0.0825818
20.7164 	 0.228748 	 0.0790485 	 0.383962 	 -0.568273 	 0.589986 	 -0.0828549
20.7217 	 0.233885 	 0.0801836 	 0.384058 	 -0.566229 	 0.585896 	 -0.0831733
20.7271 	 0.239159 	 0.0813368 	 0.384379 	 -0.564097 	 0.581797 	 -0.0835668
20.7325 	 0.244507 	 0.0824918 	 0.384801 	 -0.561877 	 0.577598 	 -0.084008
20.738 	 0.249764 	 0.083496 	 0.38505 	 -0.559518 	 0.573313 	 -0.0844192
20.7434 	 0.254988 	 0.084531 	 0.385245 	 -0.557063 	 0.568873 	 -0.0847554
20.7489 	 0.260371 	 0.0857044 	 0.385488 	 -0.554535 	 0.564323 	 -0.0850315
20.7545 	 0.265878 	 0.0868865 	 0.385603 	 -0.551864 	 0.559696 	 -0.0853258
20.7601 	 0.271211 	 0.0878646 	 0.385583 	 -0.549045 	 0.554924 	 -0.0856052
20.7657 	 0.27643 	 0.0887658 	 0.385331 	 -0.546128 	 0.549987 	 -0.0858876
20.7713 	 0.281851 	 0.0897966 	 0.385312 	 -0.543172 	 0.545012 	 -0.0862663
20.777 	 0.28729 	 0.0908642 	 0.385312 	 -0.540202 	 0.539924 	 -0.0866901
20.7827 	 0.29272 	 0.0920074 	 0.384884 	 -0.537254 	 0.534733 	 -0.0871138
20.7885 	 0.298095 	 0.0930206 	 0.384569 	 -0.534139 	 0.529379 	 -0.087475
20.7943 	 0.303574 	 0.0938121 	 0.384641 	 -0.530656 	 0.523919 	 -0.0878023
20.8002 	 0.309302 	 0.0946911 	 0.384899 	 -0.527051 	 0.518439 	 -0.0881596
20.8061 	 0.315124 	 0.0956045 	 0.38491 	 -0.523255 	 0.512827 	 -0.0885765
20.812 	 0.320956 	 0.0966893 	 0.384709 	 -0.519493 	 0.507049 	 -0.0889575
20.8181 	 0.326833 	 0.0979527 	 0.38436 	 -0.515793 	 0.501084 	 -0.0893628
20.8241 	 0.332675 	 0.0991197 	 0.384114 	 -0.511986 	 0.494966 	 -0.0897257
20.8303 	 0.338551 	 0.100237 	 0.383789 	 -0.508049 	 0.48871 	 -0.0900991
20.8364 	 0.344576 	 0.101296 	 0.383453 	 -0.503907 	 0.482397 	 -0.090536
20.8427 	 0.350685 	 0.102383 	 0.382896 	 -0.49966 	 0.475948 	 -0.0910111
20.849 	 0.356906 	 0.103532 	 0.382256 	 -0.495301 	 0.469304 	 -0.0915109
20.8554 	 0.363242 	 0.104748 	 0.381636 	 -0.490864 	 0.462488 	 -0.0920193
20.8619 	 0.369686 	 0.10618 	 0.381036 	 -0.486497 	 0.455506 	 -0.0925403
20.8684 	 0.376132 	 0.107732 	 0.380031 	 -0.48213 	 0.448366 	 -0.0930959
20.875 	 0.382699 	 0.109251 	 0.378948 	 -0.477524 	 0.44113 	 -0.0937298
20.8817 	 0.389266 	 0.110581 	 0.378236 	 -0.472642 	 0.433713 	 -0.0943367
20.8885 	 0.395632 	 0.111578 	 0.377918 	 -0.467443 	 0.42604 	 -0.09489
20.8953 	 0.401611 	 0.112164 	 0.377825 	 -0.461906 	 0.417973 	 -0.0953835
20.9023 	 0.407573 	 0.11275 	 0.377662 	 -0.456245 	 0.409681 	 -0.0958639
20.9094 	 0.413699 	 0.113468 	 0.37705 	 -0.450515 	 0.401288 	 -0.0963618
20.9166 	 0.420015 	 0.114295 	 0.375984 	 -0.444736 	 0.392724 	 -0.0968955
20.9239 	 0.426506 	 0.115186 	 0.374282 	 -0.438736 	 0.383891 	 -0.0974762
20.9313 	 0.433414 	 0.116276 	 0.372755 	 -0.432571 	 0.374893 	 -0.0981282
20.9389 	 0.440448 	 0.11743 	 0.371439 	 -0.426263 	 0.365628 	 -0.09879
20.9466 	 0.447467 	 0.118606 	 0.369882 	 -0.419792 	 0.356069 	 -0.0994748
20.9545 	 0.45466 	 0.119902 	 0.368213 	 -0.413175 	 0.346237 	 -0.100177
20.9625 	 0.461907 	 0.121164 	 0.365943 	 -0.406252 	 0.336096 	 -0.100911
20.9707 	 0.469205 	 0.122491 	 0.363532 	 -0.399169 	 0.325657 	 -0.101617
20.9791 	 0.476832 	 0.124014 	 0.361301 	 -0.391855 	 0.314888 	 -0.102318
20.9876 	 0.484849 	 0.125707 	 0.359272 	 -0.384283 	 0.30377 	 -0.103036
20.9964 	 0.492973 	 0.127538 	 0.356931 	 -0.376491 	 0.292141 	 -0.103719
21.0055 	 0.50099 	 0.129094 	 0.354454 	 -0.368161 	 0.279973 	 -0.104303
21.0148 	 0.509253 	 0.130702 	 0.351541 	 -0.359529 	 0.267422 	 -0.104937
21.0244 	 0.517911 	 0.132372 	 0.348461 	 -0.350455 	 0.254442 	 -0.10563
21.0343 	 0.526848 	 0.134153 	 0.34522 	 -0.341004 	 0.240839 	 -0.106334
21.0446 	 0.536075 	 0.136072 	 0.342023 	 -0.331083 	 0.226475 	 -0.10704
21.0553 	 0.54557 	 0.138196 	 0.338583 	 -0.320754 	 0.211296 	 -0.107712
21.0665 	 0.554872 	 0.140234 	 0.335052 	 -0.310253 	 0.195952 	 -0.108356
21.0777 	 0.563956 	 0.142103 	 0.331135 	 -0.299577 	 0.180622 	 -0.108966
21.0888 	 0.572734 	 0.14375 	 0.326498 	 -0.288774 	 0.165343 	 -0.109489
21.1 	 0.581484 	 0.145533 	 0.32115 	 -0.277995 	 0.150002 	 -0.110032
21.1111 	 0.590039 	 0.147513 	 0.315599 	 -0.267384 	 0.134519 	 -0.11049
21.1222 	 0.598474 	 0.149427 	 0.310772 	 -0.256647 	 0.11898 	 -0.11092
21.1333 	 0.606819 	 0.151301 	 0.306364 	 -0.24574 	 0.103379 	 -0.111333
21.1444 	 0.615065 	 0.153029 	 0.302426 	 -0.234594 	 0.0877826 	 -0.111741
21.1555 	 0.62296 	 0.154462 	 0.297732 	 -0.223401 	 0.0724009 	 -0.112023
21.1666 	 0.630502 	 0.155649 	 0.292593 	 -0.212045 	 0.0569185 	 -0.112254
21.1777 	 0.637762 	 0.156897 	 0.287415 	 -0.200721 	 0.0411798 	 -0.112375
21.1887 	 0.64532 	 0.158858 	 0.281149 	 -0.189753 	 0.0253469 	 -0.112548
21.1999 	 0.652901 	 0.16091 	 0.274808 	 -0.178698 	 0.00954609 	 -0.112607
21.211 	 0.660409 	 0.16268 	 0.269359 	 -0.167267 	 -0.0062455 	 -0.112639
21.2221 	 0.667755 	 0.164256 	 0.264493 	 -0.155541 	 -0.0221052 	 -0.112649
21.2333 	 0.674567 	 0.165346 	 0.260063 	 -0.143428 	 -0.0382199 	 -0.112504
21.2445 	 0.680787 	 0.166112 	 0.255652 	 -0.131171 	 -0.0546055 	 -0.112201
21.2557 	 0.68678 	 0.167014 	 0.250271 	 -0.119036 	 -0.0710527 	 -0.111805
21.267 	 0.692705 	 0.168336 	 0.243313 	 -0.107205 	 -0.0875208 	 -0.111408
21.2783 	 0.698541 	 0.169791 	 0.235997 	 -0.0953243 	 -0.104076 	 -0.110999
21.2897 	 0.704463 	 0.171217 	 0.229429 	 -0.0831235 	 -0.120612 	 -0.110545
21.3011 	 0.710159 	 0.172388 	 0.224017 	 -0.0705089 	 -0.137297 	 -0.109903
21.3126 	 0.715748 	 0.173436 	 0.218711 	 -0.0576656 	 -0.153948 	 -0.109107
21.3241 	 0.720918 	 0.174311 	 0.212525 	 -0.0447661 	 -0.170648 	 -0.108179
21.3357 	 0.725792 	 0.175255 	 0.205269 	 -0.0320596 	 -0.187256 	 -0.107183
21.3473 	 0.730916 	 0.17666 	 0.196953 	 -0.0196247 	 -0.203684 	 -0.106274
21.3589 	 0.735859 	 0.17825 	 0.188894 	 -0.00724115 	 -0.220241 	 -0.105291
21.3706 	 0.740438 	 0.179624 	 0.181592 	 0.00539239 	 -0.2369 	 -0.104086
21.3823 	 0.744684 	 0.18061 	 0.174665 	 0.0183059 	 -0.253463 	 -0.102727
21.3941 	 0.74861 	 0.181492 	 0.167624 	 0.0313319 	 -0.269979 	 -0.101249
21.4059 	 0.752258 	 0.182352 	 0.159797 	 0.0442828 	 -0.286319 	 -0.0997076
21.4176 	 0.755704 	 0.183211 	 0.151511 	 0.0570222 	 -0.302553 	 -0.0981961
21.4294 	 0.759192 	 0.184436 	 0.142935 	 0.069436 	 -0.318595 	 -0.0966121
21.4412 	 0.762463 	 0.185609 	 0.134653 	 0.0818813 	 -0.334502 	 -0.0949755
21.453 	 0.765629 	 0.186844 	 0.126711 	 0.0943637 	 -0.350274 	 -0.0931927
21.4648 	 0.768607 	 0.188039 	 0.119075 	 0.106885 	 -0.365818 	 -0.0912719
21.4767 	 0.771305 	 0.189153 	 0.111573 	 0.119428 	 -0.381258 	 -0.0892202
21.4885 	 0.773639 	 0.190298 	 0.103349 	 0.131798 	 -0.396632 	 -0.0871528
21.5004 	 0.77561 	 0.191483 	 0.0945913 	 0.143358 	 -0.411191 	 -0.0851118
21.5118 	 0.777187 	 0.192557 	 0.085778 	 0.154229 	 -0.424864 	 -0.0830936
21.5226 	 0.778169 	 0.193222 	 0.07818 	 0.164769 	 -0.437889 	 -0.0810404
21.533 	 0.778858 	 0.193841 	 0.0718541 	 0.174978 	 -0.450416 	 -0.0790595
21.5429 	 0.779464 	 0.194387 	 0.0658239 	 0.184791 	 -0.462135 	 -0.0771447
21.5525 	 0.780321 	 0.19515 	 0.058737 	 0.193951 	 -0.472882 	 -0.0752901
21.5618 	 0.780749 	 0.195829 	 0.0512598 	 0.202654 	 -0.483286 	 -0.0734836
21.5708 	 0.78088 	 0.196461 	 0.0440301 	 0.211021 	 -0.493295 	 -0.0716969
21.5796 	 0.780879 	 0.19702 	 0.0377784 	 0.219204 	 -0.502971 	 -0.0699026
21.5881 	 0.780972 	 0.197593 	 0.0318307 	 0.227198 	 -0.512083 	 -0.0680892
21.5965 	 0.78092 	 0.198027 	 0.0258242 	 0.23504 	 -0.520896 	 -0.0662851
21.6046 	 0.780901 	 0.198486 	 0.0191977 	 0.242613 	 -0.529224 	 -0.0645038
21.6125 	 0.780483 	 0.198839 	 0.0123352 	 0.249865 	 -0.53752 	 -0.0627608
21.6203 	 0.780001 	 0.199272 	 0.00597142 	 0.256852 	 -0.545627 	 -0.0610844
21.6279 	 0.779468 	 0.19976 	 0.000269821 	 0.26372 	 -0.553587 	 -0.059425
21.6354 	 0.778675 	 0.200082 	 -0.00537255 	 0.270429 	 -0.561256 	 -0.0577608
