time 	 Ue [m/s] 	 Ve [m/s] 	 We [m/s] 	 Pe [rad/s] 	 Qe [rad/s] 	 Re [rad/s]
0 	 0 	 0 	 0 	 0 	 0 	 0
0.0048294 	 7.37109e-08 	 -2.35042e-11 	 -0.158934 	 1.27656e-11 	 0.000663685 	 7.32e-12
0.021994 	 -6.07922e-06 	 -1.05722e-05 	 -0.311647 	 -1.20656e-05 	 0.00167652 	 -8.29648e-08
0.0389723 	 -4.28472e-05 	 -4.27859e-05 	 -0.452352 	 -6.16803e-05 	 0.00346746 	 -2.19472e-06
0.0558176 	 -0.000102243 	 -7.01476e-05 	 -0.581842 	 -0.000159645 	 0.0058662 	 -1.06106e-05
0.0724723 	 -0.000180743 	 -4.75542e-05 	 -0.700927 	 -0.000322367 	 0.00843785 	 -2.76259e-05
0.0887042 	 -0.000267208 	 5.76357e-05 	 -0.812285 	 -0.000594078 	 0.0110196 	 -5.23314e-05
0.104549 	 -0.000350272 	 0.000268183 	 -0.917052 	 -0.00101133 	 0.013604 	 -8.57444e-05
0.120023 	 -0.000422872 	 0.00062954 	 -1.01331 	 -0.0016699 	 0.0162094 	 -0.000123649
0.135251 	 -0.000504312 	 0.00118155 	 -1.09873 	 -0.00265042 	 0.018904 	 -0.000161058
0.150055 	 -0.000582812 	 0.00190539 	 -1.17544 	 -0.00400475 	 0.0216597 	 -0.000195771
0.164611 	 -0.000633348 	 0.00288822 	 -1.2427 	 -0.00576329 	 0.0243364 	 -0.000208194
0.178916 	 -0.000707693 	 0.00416951 	 -1.30075 	 -0.00795797 	 0.0267919 	 -0.000200963
0.192864 	 -0.00084827 	 0.00570217 	 -1.35285 	 -0.0104677 	 0.0288188 	 -0.000147135
0.206662 	 -0.00100648 	 0.00723899 	 -1.40194 	 -0.0129214 	 0.0304567 	 -0.000110772
0.220301 	 -0.00105617 	 0.00871164 	 -1.45051 	 -0.015032 	 0.0320911 	 -5.32164e-05
0.233702 	 -0.00124204 	 0.00983569 	 -1.50004 	 -0.0167094 	 0.0332278 	 1.39857e-05
0.246982 	 -0.0015134 	 0.0108377 	 -1.54896 	 -0.0181506 	 0.0339935 	 0.000149389
0.260187 	 -0.00178238 	 0.0119198 	 -1.59366 	 -0.0195115 	 0.0344828 	 0.000280895
0.273341 	 -0.00237864 	 0.0133986 	 -1.63031 	 -0.0209976 	 0.0341867 	 0.000441965
0.286425 	 -0.00309875 	 0.0151091 	 -1.65947 	 -0.0226094 	 0.033511 	 0.000657054
0.299386 	 -0.00407125 	 0.0166994 	 -1.68486 	 -0.0241908 	 0.0323499 	 0.000876565
0.312168 	 -0.00495516 	 0.0179046 	 -1.71023 	 -0.025499 	 0.0312202 	 0.00107579
0.324852 	 -0.00599089 	 0.0187775 	 -1.73731 	 -0.0267637 	 0.0297142 	 0.00128099
0.337502 	 -0.00709991 	 0.0199452 	 -1.76632 	 -0.0279917 	 0.0280145 	 0.00144285
0.35018 	 -0.00852666 	 0.0215915 	 -1.79395 	 -0.0299745 	 0.0257058 	 0.00169812
0.362863 	 -0.0099978 	 0.0237547 	 -1.81501 	 -0.0320268 	 0.023202 	 0.00189989
0.375521 	 -0.0119103 	 0.0270646 	 -1.82631 	 -0.0349392 	 0.0200985 	 0.00210737
0.388137 	 -0.014138 	 0.0307339 	 -1.82969 	 -0.0377478 	 0.0168874 	 0.00230103
0.400703 	 -0.0164879 	 0.0346792 	 -1.83054 	 -0.0402577 	 0.0137154 	 0.00241026
0.413232 	 -0.0192193 	 0.0387665 	 -1.83357 	 -0.0431969 	 0.00987915 	 0.00267076
0.425751 	 -0.0221754 	 0.0423742 	 -1.8403 	 -0.0451918 	 0.00494721 	 0.00291
0.438278 	 -0.0249955 	 0.0457203 	 -1.85181 	 -0.0473591 	 -0.000799489 	 0.0032323
0.45082 	 -0.0279637 	 0.0489321 	 -1.86351 	 -0.0487796 	 -0.00794303 	 0.0035069
0.4634 	 -0.0306384 	 0.0524158 	 -1.87355 	 -0.0503706 	 -0.0154054 	 0.00368254
0.476001 	 -0.0332511 	 0.0556382 	 -1.87788 	 -0.0514418 	 -0.0239834 	 0.00387634
0.488565 	 -0.0354878 	 0.0587037 	 -1.8777 	 -0.0528735 	 -0.0321923 	 0.00411105
0.501215 	 -0.0373379 	 0.0620451 	 -1.87269 	 -0.054716 	 -0.0400126 	 0.00432331
0.513746 	 -0.038247 	 0.0653038 	 -1.86883 	 -0.0563501 	 -0.0460381 	 0.00448352
0.526248 	 -0.0382288 	 0.0674126 	 -1.86897 	 -0.0576171 	 -0.0506327 	 0.00476487
0.538822 	 -0.0372184 	 0.0687327 	 -1.87288 	 -0.0585612 	 -0.0538589 	 0.0048981
0.551269 	 -0.0359477 	 0.0697223 	 -1.87668 	 -0.0593991 	 -0.0566457 	 0.00466537
0.563876 	 -0.0344316 	 0.0697278 	 -1.87649 	 -0.0601825 	 -0.0591609 	 0.00411282
0.576606 	 -0.032908 	 0.0696457 	 -1.87269 	 -0.0610048 	 -0.0617701 	 0.00345239
0.589279 	 -0.0314426 	 0.0691401 	 -1.86731 	 -0.0617855 	 -0.0645693 	 0.00291625
0.601974 	 -0.0294933 	 0.0682827 	 -1.86055 	 -0.0625906 	 -0.0670289 	 0.0025871
0.614704 	 -0.0269115 	 0.0668374 	 -1.85347 	 -0.0630204 	 -0.069278 	 0.00234906
0.627479 	 -0.0234057 	 0.0653735 	 -1.84689 	 -0.063186 	 -0.0711245 	 0.00196825
0.640309 	 -0.0195312 	 0.0647334 	 -1.83936 	 -0.0630892 	 -0.0724799 	 0.00142392
0.65321 	 -0.0157186 	 0.0663108 	 -1.82982 	 -0.0633534 	 -0.0739162 	 0.0012961
0.66619 	 -0.0120735 	 0.0699785 	 -1.81628 	 -0.0637121 	 -0.0756324 	 0.00126689
0.679401 	 -0.00837243 	 0.0732901 	 -1.79654 	 -0.0645214 	 -0.0774238 	 0.0015414
0.69269 	 -0.00433126 	 0.0758934 	 -1.77081 	 -0.0656441 	 -0.0786686 	 0.00187789
0.706046 	 -0.000370382 	 0.0789678 	 -1.74359 	 -0.0672882 	 -0.079696 	 0.00220681
0.719445 	 0.00383431 	 0.0815635 	 -1.71956 	 -0.0689117 	 -0.0801674 	 0.00256281
0.732904 	 0.00876137 	 0.0830103 	 -1.69809 	 -0.0696893 	 -0.0798128 	 0.00288188
0.746398 	 0.0148464 	 0.0831604 	 -1.6793 	 -0.0698866 	 -0.0788241 	 0.00335938
0.759925 	 0.0209364 	 0.0826658 	 -1.66081 	 -0.0697006 	 -0.0781102 	 0.00394643
0.773472 	 0.0266582 	 0.0826888 	 -1.64002 	 -0.0699589 	 -0.078024 	 0.00458921
0.786928 	 0.0319173 	 0.0829102 	 -1.61572 	 -0.0703283 	 -0.0784863 	 0.00512258
0.80027 	 0.0368917 	 0.0837809 	 -1.58839 	 -0.0712299 	 -0.0789269 	 0.00533803
0.813528 	 0.0415843 	 0.0844368 	 -1.55833 	 -0.0719288 	 -0.0791092 	 0.00537907
0.826685 	 0.0459427 	 0.085998 	 -1.52705 	 -0.0724697 	 -0.0790394 	 0.00513385
0.839722 	 0.0507234 	 0.087421 	 -1.49426 	 -0.072621 	 -0.0781456 	 0.00488565
0.85261 	 0.0557917 	 0.0895016 	 -1.46003 	 -0.0727687 	 -0.0765508 	 0.00433497
0.865362 	 0.0608183 	 0.0908103 	 -1.42482 	 -0.0723787 	 -0.0747405 	 0.00374406
0.87802 	 0.0651924 	 0.0899433 	 -1.39118 	 -0.0708458 	 -0.0732783 	 0.00343424
0.890554 	 0.0689214 	 0.0875624 	 -1.36004 	 -0.0683646 	 -0.0721969 	 0.00336956
0.902955 	 0.0720229 	 0.0865026 	 -1.33024 	 -0.0661575 	 -0.07176 	 0.00338361
0.915299 	 0.074913 	 0.0879258 	 -1.2999 	 -0.0652304 	 -0.0715773 	 0.00324469
0.92753 	 0.0780248 	 0.0906365 	 -1.26791 	 -0.0650873 	 -0.0712461 	 0.00288492
0.939685 	 0.0813567 	 0.0930543 	 -1.23441 	 -0.0647868 	 -0.0706008 	 0.0024651
0.951759 	 0.0847379 	 0.0949834 	 -1.20191 	 -0.0642099 	 -0.0695483 	 0.00204546
0.963786 	 0.0878547 	 0.0959176 	 -1.17015 	 -0.0629162 	 -0.0687408 	 0.00162322
0.975778 	 0.0907256 	 0.0959618 	 -1.13735 	 -0.0611186 	 -0.0680654 	 0.00117419
0.987644 	 0.0933938 	 0.0958361 	 -1.10283 	 -0.0594356 	 -0.067462 	 0.000685115
0.999387 	 0.0960449 	 0.0962046 	 -1.06685 	 -0.0581381 	 -0.0667899 	 0.00017124
1.01106 	 0.0988418 	 0.0966435 	 -1.02966 	 -0.0569638 	 -0.0657982 	 -0.000339791
1.02268 	 0.101456 	 0.0974258 	 -0.992818 	 -0.0560017 	 -0.0648433 	 -0.000940108
1.03426 	 0.103949 	 0.0982422 	 -0.957018 	 -0.0550225 	 -0.0641183 	 -0.00164504
1.04584 	 0.10637 	 0.0986794 	 -0.922074 	 -0.0537877 	 -0.0635112 	 -0.00228974
1.05725 	 0.108925 	 0.0986887 	 -0.887891 	 -0.0522346 	 -0.0628291 	 -0.00286638
1.06853 	 0.111588 	 0.0982222 	 -0.854692 	 -0.050418 	 -0.0620461 	 -0.00332471
1.07968 	 0.114241 	 0.0973911 	 -0.822914 	 -0.048349 	 -0.0614168 	 -0.00378009
1.09068 	 0.116732 	 0.0962262 	 -0.791825 	 -0.0459261 	 -0.0610622 	 -0.00427541
1.10159 	 0.119443 	 0.09573 	 -0.760216 	 -0.0438997 	 -0.0604075 	 -0.00482042
1.11244 	 0.122253 	 0.0953528 	 -0.727637 	 -0.0419087 	 -0.0595896 	 -0.005396
1.12323 	 0.125059 	 0.0955671 	 -0.694861 	 -0.0399111 	 -0.058676 	 -0.00607637
1.13399 	 0.127982 	 0.09682 	 -0.662432 	 -0.0381374 	 -0.0575387 	 -0.00680821
1.14473 	 0.130768 	 0.0981083 	 -0.630241 	 -0.036322 	 -0.0564492 	 -0.00754256
1.15546 	 0.133369 	 0.0995062 	 -0.597591 	 -0.0347063 	 -0.055419 	 -0.00823375
1.16612 	 0.135585 	 0.10042 	 -0.565037 	 -0.0327339 	 -0.0547305 	 -0.00890901
1.17672 	 0.13768 	 0.101091 	 -0.532146 	 -0.0305395 	 -0.0541212 	 -0.00947495
1.18726 	 0.139798 	 0.101316 	 -0.498972 	 -0.0281719 	 -0.053397 	 -0.00993412
1.19772 	 0.141893 	 0.101627 	 -0.465346 	 -0.0257507 	 -0.0526659 	 -0.0103795
1.20814 	 0.144179 	 0.101812 	 -0.433034 	 -0.0234109 	 -0.0516805 	 -0.0107769
1.21848 	 0.146608 	 0.101537 	 -0.401915 	 -0.0208486 	 -0.0504877 	 -0.0112826
1.2288 	 0.149117 	 0.100759 	 -0.371812 	 -0.0180463 	 -0.0492302 	 -0.0117125
1.2392 	 0.151607 	 0.100434 	 -0.342949 	 -0.0155123 	 -0.0480133 	 -0.0121784
1.24964 	 0.153881 	 0.100616 	 -0.31413 	 -0.0132107 	 -0.0470533 	 -0.0126992
1.26006 	 0.155924 	 0.101314 	 -0.284009 	 -0.0111113 	 -0.0463737 	 -0.0132326
1.27044 	 0.157894 	 0.101968 	 -0.25256 	 -0.00882129 	 -0.0457681 	 -0.01374
1.28083 	 0.160035 	 0.10217 	 -0.220553 	 -0.00637496 	 -0.0449382 	 -0.0142156
1.29122 	 0.162488 	 0.102394 	 -0.188359 	 -0.00391053 	 -0.0437464 	 -0.0146777
1.30162 	 0.165085 	 0.10282 	 -0.15701 	 -0.00142246 	 -0.0422833 	 -0.0150863
1.31201 	 0.167662 	 0.103135 	 -0.127572 	 0.00111914 	 -0.0407756 	 -0.0154233
1.32239 	 0.169988 	 0.103137 	 -0.0994592 	 0.00370266 	 -0.0394888 	 -0.0157939
1.33275 	 0.172007 	 0.10307 	 -0.0713436 	 0.00633188 	 -0.0385462 	 -0.016171
1.3431 	 0.173861 	 0.102804 	 -0.0427813 	 0.00917337 	 -0.0377914 	 -0.0165631
1.35345 	 0.175703 	 0.102563 	 -0.0132953 	 0.0121108 	 -0.0369818 	 -0.0168257
1.36378 	 0.177697 	 0.102678 	 0.0167616 	 0.0149584 	 -0.0360068 	 -0.0169563
1.37411 	 0.179713 	 0.102897 	 0.0466714 	 0.0178673 	 -0.0348397 	 -0.0171387
1.38445 	 0.181877 	 0.103412 	 0.0761202 	 0.0206655 	 -0.0334644 	 -0.0172924
1.39478 	 0.184174 	 0.104002 	 0.103782 	 0.0234988 	 -0.031932 	 -0.0174109
1.40513 	 0.18639 	 0.104632 	 0.130206 	 0.0263554 	 -0.0304707 	 -0.0174881
1.41548 	 0.188366 	 0.105406 	 0.156467 	 0.0291261 	 -0.0292248 	 -0.0174966
1.42587 	 0.190103 	 0.106322 	 0.183605 	 0.0317414 	 -0.0281714 	 -0.017422
1.4363 	 0.191732 	 0.107246 	 0.211917 	 0.0342622 	 -0.0272393 	 -0.0173439
1.44679 	 0.193392 	 0.108074 	 0.240219 	 0.0368442 	 -0.0261617 	 -0.0173125
1.45732 	 0.195379 	 0.10883 	 0.267818 	 0.0393903 	 -0.0246533 	 -0.0173147
1.46791 	 0.197571 	 0.109582 	 0.294508 	 0.0417757 	 -0.0228183 	 -0.017344
1.47857 	 0.199601 	 0.110216 	 0.320508 	 0.0442218 	 -0.0211534 	 -0.0173474
1.48931 	 0.201326 	 0.110751 	 0.346519 	 0.046724 	 -0.0198081 	 -0.0173175
1.50012 	 0.202844 	 0.111163 	 0.372868 	 0.0492642 	 -0.018738 	 -0.0172512
1.51098 	 0.204454 	 0.11147 	 0.399416 	 0.0518038 	 -0.0176213 	 -0.0171342
1.52187 	 0.206148 	 0.112437 	 0.425478 	 0.053999 	 -0.0163438 	 -0.0171221
1.53277 	 0.207962 	 0.113436 	 0.450959 	 0.0560218 	 -0.0148333 	 -0.0171402
1.54369 	 0.209873 	 0.114628 	 0.475865 	 0.0578832 	 -0.013162 	 -0.0171682
1.55464 	 0.211798 	 0.115814 	 0.500334 	 0.0597293 	 -0.0114282 	 -0.0172172
1.56561 	 0.213553 	 0.116888 	 0.52427 	 0.0616281 	 -0.00984703 	 -0.0172509
1.5766 	 0.214989 	 0.11764 	 0.547729 	 0.0635498 	 -0.00851019 	 -0.0173391
1.58761 	 0.216227 	 0.118055 	 0.571163 	 0.0654193 	 -0.0073018 	 -0.0174247
1.59864 	 0.217435 	 0.118498 	 0.594727 	 0.0670849 	 -0.00603975 	 -0.0175666
1.60968 	 0.218857 	 0.119011 	 0.617489 	 0.0685397 	 -0.00450698 	 -0.0176978
1.62074 	 0.220667 	 0.119519 	 0.639217 	 0.0698227 	 -0.00242037 	 -0.0179105
1.63179 	 0.222695 	 0.120334 	 0.660381 	 0.0710192 	 -7.41662e-05 	 -0.0181888
1.64286 	 0.224619 	 0.121192 	 0.681326 	 0.072196 	 0.00199588 	 -0.0183257
1.65394 	 0.225975 	 0.122784 	 0.702265 	 0.0730857 	 0.00345146 	 -0.0184399
1.66503 	 0.226847 	 0.124544 	 0.722843 	 0.0738404 	 0.00442998 	 -0.0185605
1.67613 	 0.227908 	 0.125532 	 0.742898 	 0.0747162 	 0.00558491 	 -0.018762
1.68724 	 0.229215 	 0.125895 	 0.762338 	 0.0757047 	 0.00717284 	 -0.0188047
1.69837 	 0.230755 	 0.125993 	 0.780735 	 0.0767059 	 0.00917402 	 -0.0188244
1.70951 	 0.232245 	 0.126118 	 0.797774 	 0.0776074 	 0.0112539 	 -0.0188094
1.72067 	 0.233473 	 0.126387 	 0.814376 	 0.0784582 	 0.0131484 	 -0.0187645
1.73187 	 0.234417 	 0.126565 	 0.831307 	 0.0793648 	 0.014827 	 -0.0186483
1.74309 	 0.235208 	 0.127093 	 0.848345 	 0.0800283 	 0.0164773 	 -0.0184898
1.75437 	 0.23597 	 0.127644 	 0.865028 	 0.0805811 	 0.0182448 	 -0.0183384
1.76568 	 0.236578 	 0.12767 	 0.880788 	 0.0813262 	 0.0198908 	 -0.018171
1.77704 	 0.237044 	 0.126883 	 0.895614 	 0.0825293 	 0.0215502 	 -0.0180826
1.78844 	 0.237358 	 0.126368 	 0.909838 	 0.0837435 	 0.0231967 	 -0.0180921
1.79985 	 0.237373 	 0.126317 	 0.923675 	 0.0849087 	 0.024659 	 -0.01822
1.81128 	 0.237201 	 0.126384 	 0.936936 	 0.0860491 	 0.0259662 	 -0.0185758
1.82274 	 0.236954 	 0.126963 	 0.949196 	 0.0868867 	 0.0272863 	 -0.0188239
1.83421 	 0.236778 	 0.127983 	 0.960258 	 0.0874086 	 0.0288079 	 -0.0189511
1.84569 	 0.236666 	 0.12906 	 0.970359 	 0.0878409 	 0.0304274 	 -0.0189486
1.85716 	 0.236563 	 0.130049 	 0.980139 	 0.0882369 	 0.0320772 	 -0.0189021
1.86863 	 0.236452 	 0.130605 	 0.98967 	 0.0887487 	 0.0336692 	 -0.0188125
1.88012 	 0.236142 	 0.131065 	 0.998853 	 0.0891962 	 0.0350594 	 -0.018778
1.8916 	 0.235694 	 0.131207 	 1.00742 	 0.089677 	 0.0363504 	 -0.0187645
1.90311 	 0.235283 	 0.131166 	 1.01474 	 0.090145 	 0.0377636 	 -0.0188173
1.91463 	 0.234996 	 0.131334 	 1.02072 	 0.0905376 	 0.0394045 	 -0.0190338
1.92616 	 0.234571 	 0.131365 	 1.02606 	 0.0909281 	 0.040907 	 -0.0192295
1.93772 	 0.233968 	 0.131291 	 1.03136 	 0.0912886 	 0.0421538 	 -0.0194352
1.94934 	 0.233178 	 0.130858 	 1.03688 	 0.0917636 	 0.0431492 	 -0.0196582
1.96106 	 0.232271 	 0.130154 	 1.04223 	 0.0921867 	 0.0440111 	 -0.0198324
1.97292 	 0.231416 	 0.12914 	 1.04639 	 0.0926034 	 0.0449447 	 -0.0199668
1.98488 	 0.230785 	 0.128109 	 1.04876 	 0.0929894 	 0.0461616 	 -0.0200756
1.99686 	 0.230237 	 0.127046 	 1.04968 	 0.0933095 	 0.0475228 	 -0.0202498
2.00888 	 0.229703 	 0.12611 	 1.04981 	 0.0935199 	 0.048877 	 -0.020455
2.02093 	 0.228888 	 0.125277 	 1.04996 	 0.0936601 	 0.0498451 	 -0.020711
2.03301 	 0.22784 	 0.124604 	 1.05034 	 0.0936924 	 0.0505032 	 -0.0210008
2.0451 	 0.226751 	 0.123789 	 1.05029 	 0.0937923 	 0.0510318 	 -0.02127
2.05721 	 0.225704 	 0.123066 	 1.04916 	 0.0938025 	 0.051595 	 -0.0215348
2.06934 	 0.224815 	 0.122378 	 1.04641 	 0.0937663 	 0.0523723 	 -0.0218174
2.08149 	 0.224008 	 0.121635 	 1.04227 	 0.0937077 	 0.0532429 	 -0.0221088
2.09368 	 0.223158 	 0.120571 	 1.03761 	 0.0937362 	 0.0540406 	 -0.0223863
2.10589 	 0.222202 	 0.119436 	 1.03311 	 0.0937553 	 0.0546763 	 -0.0226991
2.11814 	 0.221147 	 0.118356 	 1.02874 	 0.0936061 	 0.0551711 	 -0.0230434
2.13043 	 0.220025 	 0.117317 	 1.02368 	 0.0934253 	 0.0556409 	 -0.023398
2.14275 	 0.218803 	 0.116376 	 1.01723 	 0.0930635 	 0.0560721 	 -0.0237737
2.15513 	 0.217669 	 0.115669 	 1.00957 	 0.0926009 	 0.0567365 	 -0.0241503
2.16756 	 0.216486 	 0.115159 	 1.00088 	 0.0921484 	 0.0573129 	 -0.0244718
2.18001 	 0.215294 	 0.114725 	 0.991437 	 0.0916519 	 0.057816 	 -0.024759
2.19248 	 0.214024 	 0.114428 	 0.98164 	 0.0910478 	 0.0581085 	 -0.0249747
2.20495 	 0.212706 	 0.114206 	 0.971391 	 0.0903701 	 0.0582098 	 -0.0251284
2.21744 	 0.211425 	 0.114046 	 0.960164 	 0.0896197 	 0.0583061 	 -0.0252637
2.22994 	 0.210256 	 0.113882 	 0.948113 	 0.0888384 	 0.0585079 	 -0.025402
2.24245 	 0.209141 	 0.113685 	 0.935233 	 0.0880261 	 0.058752 	 -0.02554
2.25496 	 0.207989 	 0.113474 	 0.921574 	 0.0871089 	 0.0589987 	 -0.0256736
2.26748 	 0.206728 	 0.113307 	 0.907248 	 0.0861581 	 0.0590923 	 -0.0258264
2.28 	 0.205368 	 0.113169 	 0.892244 	 0.0851797 	 0.0590006 	 -0.0259798
2.29253 	 0.203988 	 0.113075 	 0.876387 	 0.0842738 	 0.0588072 	 -0.0261419
2.30507 	 0.202552 	 0.113097 	 0.859851 	 0.0833064 	 0.0584882 	 -0.0263074
2.31763 	 0.201045 	 0.113145 	 0.843047 	 0.0823225 	 0.0580269 	 -0.0264585
2.33018 	 0.199603 	 0.11322 	 0.825547 	 0.0812987 	 0.0576142 	 -0.0265895
2.34274 	 0.198208 	 0.113304 	 0.807462 	 0.0801969 	 0.0572091 	 -0.0266996
2.3553 	 0.196875 	 0.113356 	 0.788861 	 0.0790559 	 0.0568131 	 -0.0267878
2.36787 	 0.195522 	 0.113389 	 0.769821 	 0.0779272 	 0.0563248 	 -0.026888
2.38046 	 0.194112 	 0.113369 	 0.750351 	 0.0768536 	 0.055695 	 -0.0270057
2.39305 	 0.192673 	 0.113359 	 0.730269 	 0.0757206 	 0.0549617 	 -0.0271375
2.40567 	 0.191135 	 0.1133 	 0.70947 	 0.074559 	 0.0540617 	 -0.0272795
2.41829 	 0.189593 	 0.113234 	 0.688053 	 0.0733338 	 0.0531254 	 -0.027423
2.43092 	 0.188032 	 0.113104 	 0.666314 	 0.0720964 	 0.0521325 	 -0.0275715
2.44356 	 0.18646 	 0.112944 	 0.644354 	 0.070838 	 0.0510931 	 -0.0277223
2.45622 	 0.184893 	 0.112728 	 0.622086 	 0.0695569 	 0.0500222 	 -0.0278766
2.46889 	 0.18335 	 0.112478 	 0.599382 	 0.0682397 	 0.0489316 	 -0.0280245
2.48158 	 0.18181 	 0.112202 	 0.576188 	 0.0668978 	 0.0477881 	 -0.028175
2.49429 	 0.180275 	 0.111904 	 0.552558 	 0.0654758 	 0.0466117 	 -0.0283179
2.50701 	 0.17873 	 0.111625 	 0.528776 	 0.0639947 	 0.045371 	 -0.0284608
2.51974 	 0.177165 	 0.1113 	 0.504795 	 0.0625546 	 0.0440811 	 -0.0286172
2.53248 	 0.175643 	 0.11096 	 0.480582 	 0.0611144 	 0.0428127 	 -0.0287738
2.54524 	 0.174156 	 0.110605 	 0.455939 	 0.0596204 	 0.0415542 	 -0.028921
2.55802 	 0.172659 	 0.110308 	 0.430973 	 0.0580477 	 0.0402425 	 -0.0290745
2.57082 	 0.171157 	 0.110018 	 0.405825 	 0.0564482 	 0.0388917 	 -0.0292346
2.58363 	 0.169629 	 0.10968 	 0.380505 	 0.0548555 	 0.0374734 	 -0.0294061
2.59645 	 0.168059 	 0.109355 	 0.355114 	 0.0532166 	 0.0359637 	 -0.0295657
2.60929 	 0.166466 	 0.109016 	 0.329491 	 0.0515718 	 0.0344006 	 -0.0297164
2.62214 	 0.164863 	 0.108694 	 0.303789 	 0.0498716 	 0.0327844 	 -0.029868
2.63502 	 0.163251 	 0.108465 	 0.278 	 0.0481069 	 0.0311198 	 -0.0300232
2.64791 	 0.161629 	 0.108214 	 0.252261 	 0.0462958 	 0.0294043 	 -0.0301761
2.66082 	 0.160005 	 0.108032 	 0.226456 	 0.0444385 	 0.0276498 	 -0.0303351
2.67375 	 0.158386 	 0.107783 	 0.200539 	 0.0425974 	 0.0258697 	 -0.0305032
2.68669 	 0.156728 	 0.107433 	 0.174617 	 0.0407231 	 0.0240106 	 -0.0306582
2.69965 	 0.155052 	 0.10706 	 0.148731 	 0.0387564 	 0.0220873 	 -0.0307872
2.71263 	 0.153347 	 0.106658 	 0.122928 	 0.0366922 	 0.0201025 	 -0.0308702
2.72562 	 0.151671 	 0.106261 	 0.0973469 	 0.0345884 	 0.0181209 	 -0.030952
2.73864 	 0.149991 	 0.105968 	 0.0720026 	 0.0325394 	 0.0160982 	 -0.0310154
2.75167 	 0.148344 	 0.105721 	 0.0467447 	 0.030494 	 0.0140785 	 -0.0310944
2.76473 	 0.14669 	 0.105586 	 0.02162 	 0.0283705 	 0.0120032 	 -0.0311688
2.7778 	 0.145017 	 0.10547 	 -0.00332743 	 0.0262771 	 0.00987223 	 -0.0312402
2.7909 	 0.14331 	 0.105383 	 -0.0281801 	 0.0240902 	 0.00767775 	 -0.0312855
2.80402 	 0.141568 	 0.105393 	 -0.0527873 	 0.0217801 	 0.00540385 	 -0.0312898
2.81716 	 0.139812 	 0.105449 	 -0.0772129 	 0.0194162 	 0.00308719 	 -0.0312836
2.83031 	 0.13803 	 0.105463 	 -0.101276 	 0.0170379 	 0.000729416 	 -0.0312673
2.84348 	 0.136241 	 0.105411 	 -0.124915 	 0.0146782 	 -0.00164281 	 -0.0312663
2.85666 	 0.13442 	 0.105359 	 -0.148159 	 0.0122956 	 -0.00407527 	 -0.0312496
2.86986 	 0.132586 	 0.105371 	 -0.171168 	 0.00990111 	 -0.00652563 	 -0.0312434
2.88308 	 0.130765 	 0.105357 	 -0.193956 	 0.00749598 	 -0.00896592 	 -0.0312418
2.89631 	 0.128939 	 0.10528 	 -0.216413 	 0.00509898 	 -0.0114116 	 -0.0312508
2.90956 	 0.127019 	 0.105115 	 -0.23849 	 0.00270513 	 -0.0139574 	 -0.0312566
2.92283 	 0.125064 	 0.104936 	 -0.260062 	 0.000217393 	 -0.0165565 	 -0.0312375
2.93612 	 0.123093 	 0.1048 	 -0.281068 	 -0.00234316 	 -0.0191795 	 -0.0311993
2.94942 	 0.121083 	 0.104627 	 -0.301528 	 -0.00492752 	 -0.0218359 	 -0.0311453
2.96274 	 0.119055 	 0.104389 	 -0.321585 	 -0.00752589 	 -0.024482 	 -0.0310963
2.97607 	 0.117016 	 0.104055 	 -0.341375 	 -0.0101074 	 -0.0271179 	 -0.0310671
2.98942 	 0.114967 	 0.103582 	 -0.360835 	 -0.0126696 	 -0.0297475 	 -0.0310429
3.00279 	 0.112867 	 0.103074 	 -0.379908 	 -0.0152992 	 -0.032428 	 -0.0310156
3.01617 	 0.110712 	 0.102538 	 -0.398303 	 -0.0179399 	 -0.0351546 	 -0.0309919
3.02958 	 0.108544 	 0.102034 	 -0.416152 	 -0.0205634 	 -0.0378437 	 -0.0309754
3.043 	 0.106371 	 0.101517 	 -0.433402 	 -0.0232228 	 -0.040489 	 -0.0309343
3.05643 	 0.104182 	 0.100971 	 -0.45014 	 -0.0258521 	 -0.0431136 	 -0.030908
3.06988 	 0.101953 	 0.10042 	 -0.466356 	 -0.0284217 	 -0.045753 	 -0.0309028
3.08334 	 0.0996508 	 0.0998582 	 -0.482069 	 -0.0309978 	 -0.048407 	 -0.0308833
3.09682 	 0.0972902 	 0.0993467 	 -0.497189 	 -0.0336405 	 -0.0510585 	 -0.0308582
3.11032 	 0.0948666 	 0.0989261 	 -0.51162 	 -0.03635 	 -0.0537272 	 -0.0308498
3.12383 	 0.0924008 	 0.0984346 	 -0.525336 	 -0.038949 	 -0.0563892 	 -0.0308775
3.13736 	 0.0899008 	 0.0979085 	 -0.538521 	 -0.0414825 	 -0.059027 	 -0.0309304
3.15092 	 0.0873785 	 0.0974647 	 -0.55126 	 -0.0440169 	 -0.0615895 	 -0.0309841
3.16449 	 0.084845 	 0.0970696 	 -0.563424 	 -0.0465628 	 -0.0640706 	 -0.0310299
3.17809 	 0.0823053 	 0.0967907 	 -0.574876 	 -0.0491836 	 -0.0665016 	 -0.0310956
3.1917 	 0.0797201 	 0.0966262 	 -0.585433 	 -0.0518596 	 -0.0689419 	 -0.0312007
3.20533 	 0.0770639 	 0.0965091 	 -0.595117 	 -0.0544717 	 -0.0713842 	 -0.0313445
