time 	 Fx 	 Fy 	 Fz 	 Mx 	 My 	 Mz 	 Fx_p 	 Fy_p 	 Fz_p 	 Fx_v 	 Fy_v 	 Fz_v
0 	 0.0984866 	 -3.14045e-05 	 -212355 	 2.88557e-05 	 5578.05 	 6.93502e-05 	 0.0984866 	 -3.14045e-05 	 12628 	 0 	 0 	 0
0.0048294 	 -8.31133 	 -14.2808 	 -206284 	 -16.3563 	 8606.02 	 -3.52339 	 -8.31133 	 -14.2808 	 18698.9 	 0 	 0 	 0
0.021994 	 -50.0576 	 -43.8572 	 -191562 	 -68.1991 	 15337.5 	 -30.8131 	 -50.0576 	 -43.8572 	 33421.2 	 0 	 0 	 0
0.0389723 	 -81.7899 	 -37.6779 	 -178311 	 -137.198 	 20777.9 	 -100.884 	 -81.7899 	 -37.6779 	 46672.1 	 0 	 0 	 0
0.0558176 	 -110.913 	 31.9223 	 -168256 	 -234.572 	 22855.8 	 -200.942 	 -110.913 	 31.9223 	 56726.4 	 0 	 0 	 0
0.0724723 	 -125.151 	 152.254 	 -161181 	 -400.374 	 23506.6 	 -308.103 	 -125.151 	 152.254 	 63801.5 	 0 	 0 	 0
0.0887042 	 -123.112 	 312.061 	 -155279 	 -628.512 	 24094.2 	 -440.268 	 -123.112 	 312.061 	 69704.1 	 0 	 0 	 0
0.104549 	 -109.333 	 544.187 	 -144954 	 -1004.22 	 24680.9 	 -557.52 	 -109.333 	 544.187 	 80028.7 	 0 	 0 	 0
0.120023 	 -126.171 	 855.203 	 -132346 	 -1533.25 	 26260 	 -658.623 	 -126.171 	 855.203 	 92637.1 	 0 	 0 	 0
0.135251 	 -123.681 	 1140.45 	 -120851 	 -2149.39 	 27311.5 	 -750.344 	 -123.681 	 1140.45 	 104132 	 0 	 0 	 0
0.150055 	 -81.0177 	 1575.63 	 -107839 	 -2830.98 	 26991.7 	 -647.007 	 -81.0177 	 1575.63 	 117144 	 0 	 0 	 0
0.164611 	 -122.251 	 2106.92 	 -95449.1 	 -3617.83 	 25399 	 -587.546 	 -122.251 	 2106.92 	 129534 	 0 	 0 	 0
0.178916 	 -233.651 	 2547.42 	 -86597.4 	 -4168.87 	 21190.3 	 -185.48 	 -233.651 	 2547.42 	 138386 	 0 	 0 	 0
0.192864 	 -266.028 	 2584.17 	 -82539.4 	 -4128.98 	 17322.8 	 -387.314 	 -266.028 	 2584.17 	 142444 	 0 	 0 	 0
0.206662 	 -85.0479 	 2520.24 	 -83128.4 	 -3607.22 	 17592.9 	 -59.9339 	 -85.0479 	 2520.24 	 141854 	 0 	 0 	 0
0.220301 	 -320.959 	 1941.08 	 -85538.4 	 -2887.01 	 12345.8 	 173.663 	 -320.959 	 1941.08 	 139445 	 0 	 0 	 0
0.233702 	 -471.319 	 1740.31 	 -84966.7 	 -2469.95 	 8363.11 	 1033 	 -471.319 	 1740.31 	 140016 	 0 	 0 	 0
0.246982 	 -468.969 	 1886.65 	 -77921.5 	 -2340.39 	 5364.67 	 1004.21 	 -468.969 	 1886.65 	 147061 	 0 	 0 	 0
0.260187 	 -1045.15 	 2592.22 	 -64241 	 -2563.72 	 -3267 	 1298.81 	 -1045.15 	 2592.22 	 160742 	 0 	 0 	 0
0.273341 	 -1274.2 	 3026.63 	 -51607.7 	 -2792.89 	 -7523.22 	 1895.47 	 -1274.2 	 3026.63 	 173375 	 0 	 0 	 0
0.286425 	 -1744.84 	 2853.16 	 -45542.2 	 -2775.45 	 -13106.2 	 1972.99 	 -1744.84 	 2853.16 	 179441 	 0 	 0 	 0
0.299386 	 -1598.21 	 2179.2 	 -45884.6 	 -2307.92 	 -12849.3 	 1833.78 	 -1598.21 	 2179.2 	 179098 	 0 	 0 	 0
0.312168 	 -1877.77 	 1582.64 	 -49088.6 	 -2232.5 	 -17175.5 	 1918.38 	 -1877.77 	 1582.64 	 175894 	 0 	 0 	 0
0.324852 	 -2006.25 	 2112.34 	 -52474.3 	 -2176.76 	 -19342.1 	 1394.45 	 -2006.25 	 2112.34 	 172509 	 0 	 0 	 0
0.337502 	 -2579.85 	 2976.81 	 -49973.2 	 -3512.55 	 -26258.4 	 2231.76 	 -2579.85 	 2976.81 	 175010 	 0 	 0 	 0
0.35018 	 -2665.45 	 3919.39 	 -38157.8 	 -3666.22 	 -28535.2 	 1550.61 	 -2665.45 	 3919.39 	 186825 	 0 	 0 	 0
0.362863 	 -3476.67 	 6016.92 	 -20535.4 	 -5248.14 	 -35487.6 	 1280.62 	 -3476.67 	 6016.92 	 204447 	 0 	 0 	 0
0.375521 	 -4065.79 	 6696.91 	 -6165.69 	 -5083.82 	 -36862.5 	 1151.85 	 -4065.79 	 6696.91 	 218817 	 0 	 0 	 0
0.388137 	 -4301.2 	 7221.55 	 -1569.56 	 -4581.52 	 -36517.5 	 235.968 	 -4301.2 	 7221.55 	 223413 	 0 	 0 	 0
0.400703 	 -5003.94 	 7487.86 	 -5544.86 	 -5316.25 	 -44205.3 	 1922.74 	 -5003.94 	 7487.86 	 219438 	 0 	 0 	 0
0.413232 	 -5411.95 	 6605 	 -12319.7 	 -3582.21 	 -56791.8 	 2034.81 	 -5411.95 	 6605 	 212663 	 0 	 0 	 0
0.425751 	 -5156.53 	 6118.26 	 -21040 	 -3860.3 	 -66090.2 	 2993.37 	 -5156.53 	 6118.26 	 203943 	 0 	 0 	 0
0.438278 	 -5411.51 	 5855.49 	 -21335.5 	 -2497.27 	 -81914.9 	 2708.82 	 -5411.51 	 5855.49 	 203647 	 0 	 0 	 0
0.45082 	 -4867.93 	 6340.4 	 -18267.1 	 -2842.23 	 -85422.2 	 1461.47 	 -4867.93 	 6340.4 	 206716 	 0 	 0 	 0
0.4634 	 -4769.1 	 5882.1 	 -7909.4 	 -1886.03 	 -98483.3 	 1924.16 	 -4769.1 	 5882.1 	 217073 	 0 	 0 	 0
0.476001 	 -4055 	 5557.45 	 328.096 	 -2510.85 	 -93597.6 	 2327.43 	 -4055 	 5557.45 	 225311 	 0 	 0 	 0
0.488565 	 -3386.01 	 6115.25 	 9161.85 	 -3296.55 	 -90015.1 	 1975.72 	 -3386.01 	 6115.25 	 234145 	 0 	 0 	 0
0.501215 	 -1667.71 	 5977.85 	 7083.56 	 -2937.78 	 -69510.7 	 1511.34 	 -1667.71 	 5977.85 	 232066 	 0 	 0 	 0
0.513746 	 33.3077 	 3846.5 	 -256.317 	 -2199.51 	 -52698.2 	 3205.85 	 33.3077 	 3846.5 	 224727 	 0 	 0 	 0
0.526248 	 1861.65 	 2432.42 	 -7206.75 	 -1681.45 	 -37369.9 	 1592.31 	 1861.65 	 2432.42 	 217776 	 0 	 0 	 0
0.538822 	 2311.56 	 1800.12 	 -6914.59 	 -1601.18 	 -31866.8 	 -2816.28 	 2311.56 	 1800.12 	 218068 	 0 	 0 	 0
0.551269 	 2731.41 	 9.92148 	 346.833 	 -1599.42 	 -28482.2 	 -6602.5 	 2731.41 	 9.92148 	 225330 	 0 	 0 	 0
0.563876 	 2757.02 	 -148.543 	 6886.48 	 -1709.37 	 -29684.6 	 -7933.08 	 2757.02 	 -148.543 	 231869 	 0 	 0 	 0
0.576606 	 2647.32 	 -913.434 	 9708.12 	 -1580.36 	 -31798.6 	 -6370.68 	 2647.32 	 -913.434 	 234691 	 0 	 0 	 0
0.589279 	 3511.79 	 -1544.51 	 12185.2 	 -1544.63 	 -27864.5 	 -3815.77 	 3511.79 	 -1544.51 	 237168 	 0 	 0 	 0
0.601974 	 4635.06 	 -2594.84 	 12706.8 	 -829.858 	 -25394 	 -2548.2 	 4635.06 	 -2594.84 	 237690 	 0 	 0 	 0
0.614704 	 6266.89 	 -2616.73 	 11759.2 	 -396.406 	 -20761.4 	 -4137.09 	 6266.89 	 -2616.73 	 236742 	 0 	 0 	 0
0.627479 	 6887.65 	 -1137.93 	 13385.5 	 25.8 	 -15159.5 	 -5960.14 	 6887.65 	 -1137.93 	 238368 	 0 	 0 	 0
0.640309 	 6736.4 	 2787.04 	 16858.2 	 -484.277 	 -15967.5 	 -1072.07 	 6736.4 	 2787.04 	 241841 	 0 	 0 	 0
0.65321 	 6327.45 	 6366.71 	 23504.6 	 -610.19 	 -18744.3 	 89.3604 	 6327.45 	 6366.71 	 248487 	 0 	 0 	 0
0.66619 	 6387.38 	 5715.18 	 34069.6 	 -1302.25 	 -19448.5 	 3515.66 	 6387.38 	 5715.18 	 259053 	 0 	 0 	 0
0.679401 	 6939.63 	 4470.47 	 44186.4 	 -1822.23 	 -13443 	 4181.78 	 6939.63 	 4470.47 	 269169 	 0 	 0 	 0
0.69269 	 6779.24 	 5262.04 	 46591.1 	 -2714.95 	 -11053.4 	 3997.28 	 6779.24 	 5262.04 	 271574 	 0 	 0 	 0
0.706046 	 7164.92 	 4423.15 	 40946.3 	 -2665.42 	 -5040.91 	 4352.92 	 7164.92 	 4423.15 	 265929 	 0 	 0 	 0
0.719445 	 8373.87 	 2458.81 	 36491.1 	 -1234.25 	 3803.16 	 4160.83 	 8373.87 	 2458.81 	 261474 	 0 	 0 	 0
0.732904 	 10317 	 254.561 	 31856.6 	 -218.643 	 10561.7 	 6106.51 	 10317 	 254.561 	 256840 	 0 	 0 	 0
0.746398 	 10309.3 	 -837.323 	 31293.2 	 447.282 	 7622.39 	 7406.37 	 10309.3 	 -837.323 	 256276 	 0 	 0 	 0
0.759925 	 9752.69 	 39.2486 	 35432.2 	 -301.75 	 954.34 	 7982.49 	 9752.69 	 39.2486 	 260415 	 0 	 0 	 0
0.773472 	 9039.79 	 380.579 	 41772.3 	 -521.301 	 -4962.62 	 6748.49 	 9039.79 	 380.579 	 266755 	 0 	 0 	 0
0.786928 	 8605.06 	 1506.22 	 47274.5 	 -1507.57 	 -4753.58 	 3014.22 	 8605.06 	 1506.22 	 272257 	 0 	 0 	 0
0.80027 	 8179.76 	 1143.22 	 52410.7 	 -1199.03 	 -1956.6 	 1049.82 	 8179.76 	 1143.22 	 277394 	 0 	 0 	 0
0.813528 	 7666.7 	 2746.34 	 55009.5 	 -980.409 	 811.128 	 -2285.57 	 7666.7 	 2746.34 	 279992 	 0 	 0 	 0
0.826685 	 8506.96 	 2532.02 	 58362.9 	 -302.54 	 10040 	 -2262.88 	 8506.96 	 2532.02 	 283346 	 0 	 0 	 0
0.839722 	 9115.08 	 3741.95 	 61562.6 	 -345.074 	 18072 	 -5930.87 	 9115.08 	 3741.95 	 286546 	 0 	 0 	 0
0.85261 	 9107.94 	 2371.24 	 63790.2 	 622.424 	 20653.8 	 -6408.7 	 9107.94 	 2371.24 	 288773 	 0 	 0 	 0
0.865362 	 8003.07 	 -1586.3 	 61543.8 	 2757.69 	 16838.9 	 -2928.7 	 8003.07 	 -1586.3 	 286527 	 0 	 0 	 0
0.87802 	 6896.67 	 -4403.39 	 57592.6 	 4570.6 	 12583.2 	 123.022 	 6896.67 	 -4403.39 	 282576 	 0 	 0 	 0
0.890554 	 5762.12 	 -1968.89 	 55377.9 	 4095.45 	 5110.65 	 999.03 	 5762.12 	 -1968.89 	 280361 	 0 	 0 	 0
0.902955 	 5419.28 	 2668.65 	 56881.5 	 1724.57 	 2166.23 	 -1088.81 	 5419.28 	 2668.65 	 281864 	 0 	 0 	 0
0.915299 	 5870.93 	 5114.14 	 60349 	 238.868 	 3943.72 	 -3972.87 	 5870.93 	 5114.14 	 285332 	 0 	 0 	 0
0.92753 	 6328.98 	 4592.71 	 63641.8 	 534.003 	 7718.84 	 -4752.05 	 6328.98 	 4592.71 	 288625 	 0 	 0 	 0
0.939685 	 6447.5 	 3678.52 	 61963.8 	 1061.35 	 12625.9 	 -4747.18 	 6447.5 	 3678.52 	 286947 	 0 	 0 	 0
0.951759 	 5960.94 	 1786.65 	 60744.8 	 2437.36 	 9704.74 	 -4789.2 	 5960.94 	 1786.65 	 285728 	 0 	 0 	 0
0.963786 	 5548.69 	 85.3663 	 63391.4 	 3437.89 	 8191.05 	 -5207.21 	 5548.69 	 85.3663 	 288374 	 0 	 0 	 0
0.975778 	 5211.16 	 -245.498 	 67436.4 	 3253.46 	 7388.7 	 -5836.2 	 5211.16 	 -245.498 	 292419 	 0 	 0 	 0
0.987644 	 5208.42 	 723.995 	 70675.2 	 2519.71 	 8280.76 	 -6240.36 	 5208.42 	 723.995 	 295658 	 0 	 0 	 0
0.999387 	 5521.1 	 866.47 	 73418.7 	 2289.87 	 12287.4 	 -6248.92 	 5521.1 	 866.47 	 298402 	 0 	 0 	 0
1.01106 	 5174.77 	 1548.34 	 72919.7 	 1880.35 	 11858.4 	 -7484.32 	 5174.77 	 1548.34 	 297903 	 0 	 0 	 0
1.02268 	 4940.44 	 1617.87 	 70948.4 	 1923.07 	 8998.27 	 -8921.34 	 4940.44 	 1617.87 	 295931 	 0 	 0 	 0
1.03426 	 4865.79 	 878.947 	 70237.7 	 2470.57 	 7629.94 	 -8268.78 	 4865.79 	 878.947 	 295221 	 0 	 0 	 0
1.04584 	 5191.47 	 18.7798 	 69462.7 	 3147.03 	 8667.95 	 -7460.35 	 5191.47 	 18.7798 	 294446 	 0 	 0 	 0
1.05725 	 5479.4 	 -959.73 	 68305.7 	 3729.34 	 10079.3 	 -5952.74 	 5479.4 	 -959.73 	 293289 	 0 	 0 	 0
1.06853 	 5533.18 	 -1733.3 	 66271.8 	 4310.6 	 8196.94 	 -6047.64 	 5533.18 	 -1733.3 	 291255 	 0 	 0 	 0
1.07968 	 5236.17 	 -2448.3 	 65338.9 	 5094.28 	 4621.8 	 -6726.9 	 5236.17 	 -2448.3 	 290322 	 0 	 0 	 0
1.09068 	 5727.09 	 -1048.26 	 66786 	 4289.16 	 8636.42 	 -7474.21 	 5727.09 	 -1048.26 	 291769 	 0 	 0 	 0
1.10159 	 5972.75 	 -801.816 	 69252.4 	 4244.94 	 10870.8 	 -7982.73 	 5972.75 	 -801.816 	 294235 	 0 	 0 	 0
1.11244 	 5985.89 	 457.098 	 69909.2 	 4283.89 	 12185.9 	 -9543.25 	 5985.89 	 457.098 	 294892 	 0 	 0 	 0
1.12323 	 6235.12 	 2673.14 	 69190.2 	 3816.08 	 15191.2 	 -10290.3 	 6235.12 	 2673.14 	 294173 	 0 	 0 	 0
1.13399 	 5960.71 	 2755.64 	 68857.1 	 3922.33 	 14585.2 	 -10390.4 	 5960.71 	 2755.64 	 293840 	 0 	 0 	 0
1.14473 	 5593.36 	 3006.08 	 70207.7 	 3518.43 	 13863.1 	 -9838.14 	 5593.36 	 3006.08 	 295191 	 0 	 0 	 0
1.15546 	 4793.86 	 1977.52 	 70449.5 	 4318.07 	 9297.2 	 -9750.52 	 4793.86 	 1977.52 	 295432 	 0 	 0 	 0
1.16612 	 4560.51 	 1459.59 	 71570.4 	 4820.29 	 8269.24 	 -8264.55 	 4560.51 	 1459.59 	 296553 	 0 	 0 	 0
1.17672 	 4642.05 	 493.685 	 72733.4 	 5228.71 	 9922.6 	 -6800.51 	 4642.05 	 493.685 	 297716 	 0 	 0 	 0
1.18726 	 4613.17 	 684.718 	 74032 	 5371.26 	 10065 	 -6666.97 	 4613.17 	 684.718 	 299015 	 0 	 0 	 0
1.19772 	 5068.5 	 410.605 	 71652.5 	 5227.8 	 13692.2 	 -6009.89 	 5068.5 	 410.605 	 296635 	 0 	 0 	 0
1.20814 	 5398 	 -611.886 	 69159.5 	 5750.89 	 16621.8 	 -7696.76 	 5398 	 -611.886 	 294142 	 0 	 0 	 0
1.21848 	 5532.39 	 -1714.38 	 66379.4 	 6229.58 	 17398.7 	 -6577.96 	 5532.39 	 -1714.38 	 291362 	 0 	 0 	 0
1.2288 	 5469.6 	 -715.416 	 63402.3 	 5627.51 	 16775.8 	 -7083.09 	 5469.6 	 -715.416 	 288385 	 0 	 0 	 0
1.2392 	 5005.72 	 401.467 	 63416.6 	 5139.76 	 13250.7 	 -7920.77 	 5005.72 	 401.467 	 288400 	 0 	 0 	 0
1.24964 	 4511.32 	 1540.79 	 66524.2 	 4718.65 	 9406.22 	 -8147.29 	 4511.32 	 1540.79 	 291507 	 0 	 0 	 0
1.26006 	 4347.93 	 1444.89 	 69422.7 	 5137.01 	 8383.61 	 -7818.69 	 4347.93 	 1444.89 	 294406 	 0 	 0 	 0
1.27044 	 4726.89 	 445.076 	 70645 	 5481.45 	 11507.1 	 -7389.26 	 4726.89 	 445.076 	 295628 	 0 	 0 	 0
1.28083 	 5410.1 	 493.829 	 71012.6 	 5523.57 	 16530.4 	 -7197.24 	 5410.1 	 493.829 	 295996 	 0 	 0 	 0
1.29122 	 5734.02 	 941.967 	 69215.1 	 5579.52 	 20326.8 	 -6429.04 	 5734.02 	 941.967 	 294198 	 0 	 0 	 0
1.30162 	 5695.9 	 696.13 	 65065.2 	 5696.36 	 20982.1 	 -5407.78 	 5695.9 	 696.13 	 290048 	 0 	 0 	 0
1.31201 	 5147.47 	 2.71969 	 62208.9 	 5804.07 	 17939 	 -5959.22 	 5147.47 	 2.71969 	 287192 	 0 	 0 	 0
1.32239 	 4471.78 	 -147.94 	 62284.6 	 5912.57 	 13173.1 	 -6115.94 	 4471.78 	 -147.94 	 287268 	 0 	 0 	 0
1.33275 	 4110.77 	 -588.997 	 63331.1 	 6392.13 	 10580.2 	 -6423.69 	 4110.77 	 -588.997 	 288314 	 0 	 0 	 0
1.3431 	 4087.26 	 -535.466 	 65422.1 	 6587.57 	 11371.3 	 -4540.71 	 4087.26 	 -535.466 	 290405 	 0 	 0 	 0
1.35345 	 4427.08 	 254.437 	 66713.7 	 6370.14 	 13704.9 	 -2572.08 	 4427.08 	 254.437 	 291697 	 0 	 0 	 0
1.36378 	 4474.22 	 487.953 	 66383.9 	 6524.8 	 16396.6 	 -3373.22 	 4474.22 	 487.953 	 291367 	 0 	 0 	 0
1.37411 	 4800.13 	 1142.32 	 65341.9 	 6280.13 	 19311.4 	 -2934.58 	 4800.13 	 1142.32 	 290325 	 0 	 0 	 0
1.38445 	 5093.97 	 1307.43 	 61339.6 	 6354.8 	 21506.1 	 -2428.39 	 5093.97 	 1307.43 	 286323 	 0 	 0 	 0
1.39478 	 4908.85 	 1396.69 	 58519.6 	 6390.54 	 20503.9 	 -1840.52 	 4908.85 	 1396.69 	 283503 	 0 	 0 	 0
1.40513 	 4361.4 	 1707.74 	 57988.7 	 6163.66 	 17467.1 	 -822.758 	 4361.4 	 1707.74 	 282972 	 0 	 0 	 0
1.41548 	 3818.76 	 2014.91 	 59658.5 	 5771.86 	 14736.7 	 419.133 	 3818.76 	 2014.91 	 284641 	 0 	 0 	 0
1.42587 	 3563.63 	 2020.62 	 61918.6 	 5532.42 	 13002.4 	 470.379 	 3563.63 	 2020.62 	 286901 	 0 	 0 	 0
1.4363 	 3613.47 	 1801.82 	 61616.5 	 5659.77 	 14946.6 	 -238.239 	 3613.47 	 1801.82 	 286599 	 0 	 0 	 0
1.44679 	 4301.68 	 1636.7 	 59754.4 	 5578.48 	 20741.9 	 -712.547 	 4301.68 	 1636.7 	 284737 	 0 	 0 	 0
1.45732 	 4716.46 	 1618.56 	 57418 	 5221.19 	 25034 	 -1057.33 	 4716.46 	 1618.56 	 282401 	 0 	 0 	 0
1.46791 	 4335.79 	 1353.17 	 55531.9 	 5303.7 	 22584.7 	 -707.4 	 4335.79 	 1353.17 	 280515 	 0 	 0 	 0
1.47857 	 3662.07 	 1136.65 	 55208 	 5370.36 	 18192.4 	 -260.197 	 3662.07 	 1136.65 	 280191 	 0 	 0 	 0
1.48931 	 3203.06 	 869.367 	 55604 	 5400.63 	 14449.5 	 230.915 	 3203.06 	 869.367 	 280587 	 0 	 0 	 0
1.50012 	 3391.53 	 647 	 55947 	 5384.17 	 15062.3 	 942.489 	 3391.53 	 647 	 280930 	 0 	 0 	 0
1.51098 	 3564.39 	 2033.97 	 54825.4 	 4687.02 	 17150.7 	 -451.825 	 3564.39 	 2033.97 	 279808 	 0 	 0 	 0
1.52187 	 3808.65 	 2097.68 	 53494.9 	 4338.8 	 20192.6 	 -828.535 	 3808.65 	 2097.68 	 278478 	 0 	 0 	 0
1.53277 	 4003.12 	 2497.46 	 52178.3 	 4006.16 	 22269.7 	 -916.479 	 4003.12 	 2497.46 	 277161 	 0 	 0 	 0
1.54369 	 4024.33 	 2479.17 	 51157.4 	 3978.58 	 23053.5 	 -1198.31 	 4024.33 	 2479.17 	 276140 	 0 	 0 	 0
1.55464 	 3661.95 	 2240.66 	 49943.7 	 4071.33 	 21018.4 	 -996.137 	 3661.95 	 2240.66 	 274927 	 0 	 0 	 0
1.56561 	 2991.5 	 1565.79 	 48856.8 	 4113.56 	 17785.8 	 -1765.4 	 2991.5 	 1565.79 	 273840 	 0 	 0 	 0
1.5766 	 2573.45 	 863.02 	 48731.6 	 3992.83 	 16085.1 	 -1712.25 	 2573.45 	 863.02 	 273714 	 0 	 0 	 0
1.58761 	 2510.04 	 921.037 	 48939.4 	 3585 	 16759.3 	 -2434.65 	 2510.04 	 921.037 	 273922 	 0 	 0 	 0
1.59864 	 2951.16 	 1062.94 	 47235.7 	 3163.12 	 20275.2 	 -2213.13 	 2951.16 	 1062.94 	 272219 	 0 	 0 	 0
1.60968 	 3752.66 	 1053.26 	 45062.9 	 2868.94 	 27479.6 	 -3277.71 	 3752.66 	 1053.26 	 270046 	 0 	 0 	 0
1.62074 	 4201.66 	 1689.16 	 43853.8 	 2727.88 	 30838.5 	 -4142.8 	 4201.66 	 1689.16 	 268837 	 0 	 0 	 0
1.63179 	 3983.65 	 1777.02 	 43357.2 	 2631.03 	 27226.2 	 -2154.75 	 3983.65 	 1777.02 	 268340 	 0 	 0 	 0
1.64286 	 2804.71 	 3291.49 	 43305.6 	 1984.74 	 19191.7 	 -1762.13 	 2804.71 	 3291.49 	 268288 	 0 	 0 	 0
1.65394 	 1801.64 	 3635.81 	 42509.7 	 1669.94 	 12964.7 	 -1812.12 	 1801.64 	 3635.81 	 267493 	 0 	 0 	 0
1.66503 	 2189.66 	 2040.73 	 41388.5 	 1956.11 	 15254 	 -2951.94 	 2189.66 	 2040.73 	 266371 	 0 	 0 	 0
1.67613 	 2693.57 	 747.554 	 40079.3 	 2184.1 	 20877.5 	 -754.973 	 2693.57 	 747.554 	 265062 	 0 	 0 	 0
1.68724 	 3170.99 	 201.8 	 37870.8 	 2240.79 	 26205.8 	 -415.645 	 3170.99 	 201.8 	 262854 	 0 	 0 	 0
1.69837 	 3061.55 	 256.987 	 35004.9 	 2033.66 	 27167.8 	 112.588 	 3061.55 	 256.987 	 259988 	 0 	 0 	 0
1.70951 	 2514.99 	 551.602 	 34017.6 	 1903.98 	 24709.2 	 552.067 	 2514.99 	 551.602 	 259000 	 0 	 0 	 0
1.72067 	 1927.65 	 363.214 	 34581.1 	 1977.68 	 21869.3 	 1530.9 	 1927.65 	 363.214 	 259564 	 0 	 0 	 0
1.73187 	 1609.48 	 1073.32 	 34667.8 	 1465.58 	 21405.4 	 2182.68 	 1609.48 	 1073.32 	 259651 	 0 	 0 	 0
1.74309 	 1545.76 	 1116.75 	 33809.1 	 1252.36 	 22804.2 	 2125.61 	 1545.76 	 1116.75 	 258792 	 0 	 0 	 0
1.75437 	 1226.61 	 53.1702 	 31824.9 	 1624.25 	 21201.6 	 2304.2 	 1226.61 	 53.1702 	 256808 	 0 	 0 	 0
1.76568 	 937.398 	 -1582.97 	 29830.9 	 2564.5 	 21343 	 1137.36 	 937.398 	 -1582.97 	 254814 	 0 	 0 	 0
1.77704 	 631.783 	 -1036.59 	 28586.8 	 2609.61 	 21158.7 	 -167.026 	 631.783 	 -1036.59 	 253570 	 0 	 0 	 0
1.78844 	 30.4409 	 -102.153 	 27770.4 	 2518.62 	 18798.2 	 -1731.74 	 30.4409 	 -102.153 	 252753 	 0 	 0 	 0
1.79985 	 -345.518 	 134.78 	 26531.9 	 2499.91 	 16785.7 	 -4767.13 	 -345.518 	 134.78 	 251515 	 0 	 0 	 0
1.81128 	 -492.353 	 1156.75 	 24505.7 	 1870.15 	 16911.2 	 -3227.01 	 -492.353 	 1156.75 	 249489 	 0 	 0 	 0
1.82274 	 -352.681 	 2039.8 	 22110.9 	 1236.61 	 19418 	 -1513.1 	 -352.681 	 2039.8 	 247094 	 0 	 0 	 0
1.83421 	 -222.448 	 2152.33 	 20193.9 	 1043.53 	 20649.8 	 269.394 	 -222.448 	 2152.33 	 245177 	 0 	 0 	 0
1.84569 	 -206.219 	 1977.63 	 19545.2 	 968.224 	 21025.9 	 889.065 	 -206.219 	 1977.63 	 244528 	 0 	 0 	 0
1.85716 	 -221.754 	 1109.5 	 19034.6 	 1186.37 	 20298.7 	 1461.02 	 -221.754 	 1109.5 	 244017 	 0 	 0 	 0
1.86863 	 -619.98 	 918.782 	 18334.6 	 1048.04 	 17751.2 	 751.881 	 -619.98 	 918.782 	 243317 	 0 	 0 	 0
1.88012 	 -892.961 	 281.829 	 17073.8 	 1107.26 	 16481.3 	 481.391 	 -892.961 	 281.829 	 242057 	 0 	 0 	 0
1.8916 	 -817.485 	 -81.8549 	 14572.9 	 1112.93 	 17996.5 	 -384.688 	 -817.485 	 -81.8549 	 239556 	 0 	 0 	 0
1.90311 	 -571.037 	 334.962 	 11898.6 	 1025.86 	 20809.6 	 -2540.26 	 -571.037 	 334.962 	 236881 	 0 	 0 	 0
1.91463 	 -843.334 	 62.2083 	 10599.4 	 999.303 	 19038.6 	 -2235.88 	 -843.334 	 62.2083 	 235582 	 0 	 0 	 0
1.92616 	 -1191 	 -147.611 	 10457 	 904.4 	 15765.4 	 -2330.33 	 -1191 	 -147.611 	 235440 	 0 	 0 	 0
1.93772 	 -1544.95 	 -845.377 	 10788.6 	 1090.69 	 12553.5 	 -2535.58 	 -1544.95 	 -845.377 	 235772 	 0 	 0 	 0
1.94934 	 -1752.91 	 -1362.69 	 10359.3 	 952.101 	 10786.9 	 -1844.03 	 -1752.91 	 -1362.69 	 235342 	 0 	 0 	 0
1.96106 	 -1641.55 	 -1945.42 	 7966.94 	 937 	 11575.1 	 -1296.29 	 -1641.55 	 -1945.42 	 232950 	 0 	 0 	 0
1.97292 	 -1207.39 	 -1971.4 	 4542.52 	 913.266 	 14952 	 -945.429 	 -1207.39 	 -1971.4 	 229525 	 0 	 0 	 0
1.98488 	 -1044.16 	 -2028.68 	 1760.26 	 817.453 	 16635.2 	 -1753.38 	 -1044.16 	 -2028.68 	 226743 	 0 	 0 	 0
1.99686 	 -1016.25 	 -1781.09 	 248.731 	 612.37 	 16495.5 	 -2112.47 	 -1016.25 	 -1781.09 	 225232 	 0 	 0 	 0
2.00888 	 -1548.32 	 -1582.28 	 271.754 	 429.798 	 11841.1 	 -2728.56 	 -1548.32 	 -1582.28 	 225255 	 0 	 0 	 0
2.02093 	 -1988.05 	 -1277.14 	 733.994 	 182.944 	 8113.5 	 -3127.45 	 -1988.05 	 -1277.14 	 225717 	 0 	 0 	 0
2.03301 	 -2061.57 	 -1542.89 	 -110.633 	 288.463 	 6572.96 	 -2858.97 	 -2061.57 	 -1542.89 	 224872 	 0 	 0 	 0
2.0451 	 -1980.14 	 -1367.8 	 -2131 	 123.075 	 6963.97 	 -2782.05 	 -1980.14 	 -1367.8 	 222852 	 0 	 0 	 0
2.05721 	 -1678.45 	 -1297.27 	 -5181.67 	 70.6715 	 9487.04 	 -2992.16 	 -1678.45 	 -1297.27 	 219801 	 0 	 0 	 0
2.06934 	 -1518.84 	 -1399.29 	 -7809.62 	 44.3469 	 10569.5 	 -3087.31 	 -1518.84 	 -1399.29 	 217173 	 0 	 0 	 0
2.08149 	 -1595.53 	 -1997.78 	 -8743.77 	 194.995 	 9697.06 	 -2898.99 	 -1595.53 	 -1997.78 	 216239 	 0 	 0 	 0
2.09368 	 -1788.66 	 -2124.78 	 -8424.82 	 153.476 	 7763.37 	 -3322.52 	 -1788.66 	 -2124.78 	 216558 	 0 	 0 	 0
