time 	 Fx 	 Fy 	 Fz 	 Mx 	 My 	 Mz 	 Fx_p 	 Fy_p 	 Fz_p 	 Fx_v 	 Fy_v 	 Fz_v
23.9486 	 24130.1 	 3229.51 	 4365.46 	 -12369 	 -44623 	 -3792.33 	 24130.1 	 3229.51 	 229348 	 0 	 0 	 0
23.9549 	 24260 	 3276.67 	 5423.74 	 -12681.6 	 -45224.7 	 -2259.25 	 24260 	 3276.67 	 230407 	 0 	 0 	 0
23.9613 	 23795.1 	 2794.21 	 5580.75 	 -11522.2 	 -45154.7 	 -975.294 	 23795.1 	 2794.21 	 230564 	 0 	 0 	 0
23.9678 	 23525.4 	 2646.77 	 4448.53 	 -10794.6 	 -45026.3 	 -1090.03 	 23525.4 	 2646.77 	 229431 	 0 	 0 	 0
23.9744 	 23140.3 	 2624.66 	 2346.12 	 -11263.1 	 -45472.2 	 -1995.56 	 23140.3 	 2624.66 	 227329 	 0 	 0 	 0
23.981 	 23087.8 	 2378.9 	 1850.17 	 -10440.7 	 -45574.2 	 -2597.2 	 23087.8 	 2378.9 	 226833 	 0 	 0 	 0
23.9878 	 22421.5 	 2095.75 	 1889.82 	 -11062.9 	 -46758.4 	 -1255.44 	 22421.5 	 2095.75 	 226873 	 0 	 0 	 0
23.9947 	 22586.4 	 2181.68 	 2754.75 	 -11890.9 	 -47471.4 	 -281.942 	 22586.4 	 2181.68 	 227738 	 0 	 0 	 0
24.0017 	 22979.4 	 2081.1 	 3352.6 	 -10301.3 	 -46904.4 	 -637.207 	 22979.4 	 2081.1 	 228335 	 0 	 0 	 0
24.0088 	 23230.5 	 1929.2 	 3518.74 	 -9171.12 	 -46132.2 	 -376.665 	 23230.5 	 1929.2 	 228502 	 0 	 0 	 0
24.016 	 23238.5 	 1893.52 	 3033.08 	 -7995.27 	 -45599.5 	 47.9781 	 23238.5 	 1893.52 	 228016 	 0 	 0 	 0
24.0233 	 22700.3 	 1702.83 	 1569.01 	 -8018.93 	 -45883.7 	 -160.521 	 22700.3 	 1702.83 	 226552 	 0 	 0 	 0
24.0308 	 22408.5 	 1575.73 	 893.099 	 -8282.35 	 -46430.8 	 -793.314 	 22408.5 	 1575.73 	 225876 	 0 	 0 	 0
24.0385 	 22271.5 	 1715.54 	 933.44 	 -8838.34 	 -47268.4 	 -1253 	 22271.5 	 1715.54 	 225916 	 0 	 0 	 0
24.0463 	 22336.4 	 1616.39 	 1376.1 	 -9042.09 	 -47634.8 	 -1274.14 	 22336.4 	 1616.39 	 226359 	 0 	 0 	 0
24.0543 	 22298.6 	 1629.35 	 1089.97 	 -8932.54 	 -47593.3 	 -339.625 	 22298.6 	 1629.35 	 226073 	 0 	 0 	 0
24.0624 	 22337.1 	 1671.89 	 631.948 	 -8202.57 	 -47247.9 	 79.5165 	 22337.1 	 1671.89 	 225615 	 0 	 0 	 0
24.0708 	 22334.6 	 1625.11 	 -25.7387 	 -7090.72 	 -46819.6 	 751.928 	 22334.6 	 1625.11 	 224957 	 0 	 0 	 0
24.0794 	 21760.9 	 1242.33 	 -1028.41 	 -5526.29 	 -46512.4 	 1334.26 	 21760.9 	 1242.33 	 223954 	 0 	 0 	 0
24.0882 	 20924.1 	 729.529 	 -1206.89 	 -4182.38 	 -46615.4 	 2992.79 	 20924.1 	 729.529 	 223776 	 0 	 0 	 0
24.0972 	 20389 	 731.949 	 -422.423 	 -5606.22 	 -48028.8 	 4939.64 	 20389 	 731.949 	 224560 	 0 	 0 	 0
24.1066 	 20083.8 	 1311.61 	 -1444.5 	 -9019.09 	 -50129.5 	 5754.45 	 20083.8 	 1311.61 	 223538 	 0 	 0 	 0
24.1162 	 20431.6 	 1417.09 	 -1757.91 	 -8464.62 	 -49886.7 	 5216.7 	 20431.6 	 1417.09 	 223225 	 0 	 0 	 0
24.1263 	 19563.4 	 718.231 	 -3815.03 	 -5980.47 	 -48647.3 	 5847.81 	 19563.4 	 718.231 	 221168 	 0 	 0 	 0
24.1367 	 18675.2 	 420.081 	 -6481.57 	 -6212.08 	 -49045.5 	 5630.49 	 18675.2 	 420.081 	 218501 	 0 	 0 	 0
24.1476 	 18485.1 	 254.772 	 -7197.59 	 -6320.38 	 -49620.7 	 5392.42 	 18485.1 	 254.772 	 217785 	 0 	 0 	 0
24.1586 	 18098.8 	 399.021 	 -8300.47 	 -7986.65 	 -50873.4 	 6432.77 	 18098.8 	 399.021 	 216682 	 0 	 0 	 0
24.1696 	 18288.1 	 670.809 	 -7751.58 	 -8824.48 	 -51819.8 	 6669.25 	 18288.1 	 670.809 	 217231 	 0 	 0 	 0
24.1806 	 19190.6 	 818.811 	 -5816.77 	 -6168.2 	 -50662.4 	 6009.98 	 19190.6 	 818.811 	 219166 	 0 	 0 	 0
24.1916 	 20326.3 	 1006.25 	 -4214.54 	 -2539.24 	 -48880.3 	 4608.56 	 20326.3 	 1006.25 	 220768 	 0 	 0 	 0
24.2026 	 20955.8 	 1368.51 	 -4892.66 	 -1444.46 	 -48053.5 	 2699.97 	 20955.8 	 1368.51 	 220090 	 0 	 0 	 0
24.2136 	 20166.2 	 1279.86 	 -7101.86 	 -1813.91 	 -48120.3 	 2654.22 	 20166.2 	 1279.86 	 217881 	 0 	 0 	 0
24.2246 	 19243.9 	 1029.05 	 -9222.82 	 -1601.6 	 -48251.4 	 3752.07 	 19243.9 	 1029.05 	 215760 	 0 	 0 	 0
24.2355 	 18958.1 	 1179.5 	 -10161 	 -2927.82 	 -49164.2 	 4076.84 	 18958.1 	 1179.5 	 214822 	 0 	 0 	 0
24.2464 	 18663.3 	 928.077 	 -8971.47 	 -1897.21 	 -49139.2 	 5435.9 	 18663.3 	 928.077 	 216011 	 0 	 0 	 0
24.2574 	 18486.2 	 1050.9 	 -9156.85 	 -2285.01 	 -49553.9 	 6430.98 	 18486.2 	 1050.9 	 215826 	 0 	 0 	 0
24.2683 	 18274.7 	 871.163 	 -8592.34 	 -412.594 	 -48723.5 	 6742.83 	 18274.7 	 871.163 	 216391 	 0 	 0 	 0
24.2792 	 17982.6 	 834.823 	 -9702.41 	 631.026 	 -48015.7 	 7184.52 	 17982.6 	 834.823 	 215280 	 0 	 0 	 0
24.2901 	 17752.2 	 1384.12 	 -12828.1 	 -1280.6 	 -48523.9 	 6384 	 17752.2 	 1384.12 	 212155 	 0 	 0 	 0
24.3009 	 17276.4 	 890.656 	 -12845.9 	 1480.59 	 -47307.9 	 6928.24 	 17276.4 	 890.656 	 212137 	 0 	 0 	 0
24.3118 	 16781.3 	 726.667 	 -13421.3 	 2341.65 	 -46995.4 	 7220.14 	 16781.3 	 726.667 	 211562 	 0 	 0 	 0
24.3227 	 15834.6 	 386.737 	 -12660.9 	 3322.25 	 -47047.7 	 9727.46 	 15834.6 	 386.737 	 212322 	 0 	 0 	 0
24.3336 	 15417.6 	 561.937 	 -12394.8 	 2828.33 	 -47230.9 	 10791.7 	 15417.6 	 561.937 	 212588 	 0 	 0 	 0
24.3444 	 15321.8 	 512.278 	 -12513.2 	 3456.13 	 -46758.5 	 10813.4 	 15321.8 	 512.278 	 212470 	 0 	 0 	 0
24.3553 	 15422.7 	 249.255 	 -12812.7 	 5833.08 	 -45223.3 	 10683.3 	 15422.7 	 249.255 	 212170 	 0 	 0 	 0
24.3661 	 15893.8 	 466.306 	 -14279.2 	 6474.44 	 -44122.4 	 9071.01 	 15893.8 	 466.306 	 210704 	 0 	 0 	 0
24.377 	 15519.1 	 744.071 	 -16708.9 	 5370.46 	 -44269.6 	 8716.43 	 15519.1 	 744.071 	 208274 	 0 	 0 	 0
24.3879 	 14837.3 	 605.053 	 -17227.3 	 4964.63 	 -44531.3 	 9239.45 	 14837.3 	 605.053 	 207756 	 0 	 0 	 0
24.3987 	 14086.9 	 293.201 	 -15684.2 	 5867.36 	 -44517 	 10352.2 	 14086.9 	 293.201 	 209299 	 0 	 0 	 0
24.4096 	 13435.6 	 7.711 	 -14702.2 	 7557.61 	 -43910 	 11442.8 	 13435.6 	 7.711 	 210281 	 0 	 0 	 0
24.4205 	 13059.2 	 22.5277 	 -15625 	 8057.23 	 -43577.9 	 11395.6 	 13059.2 	 22.5277 	 209358 	 0 	 0 	 0
24.4313 	 12630.5 	 -23.8633 	 -17807.3 	 8419.54 	 -42986.8 	 11765.2 	 12630.5 	 -23.8633 	 207176 	 0 	 0 	 0
24.4422 	 12246.5 	 -92.8585 	 -18845.7 	 9425.32 	 -41950.5 	 12416 	 12246.5 	 -92.8585 	 206137 	 0 	 0 	 0
24.4531 	 12074.9 	 118.083 	 -19168.1 	 8964.48 	 -41719.7 	 13125.3 	 12074.9 	 118.083 	 205815 	 0 	 0 	 0
24.464 	 11974.9 	 320.621 	 -18221.9 	 8724.11 	 -41599.1 	 13434.2 	 11974.9 	 320.621 	 206761 	 0 	 0 	 0
24.4748 	 11819.2 	 766.676 	 -18335.9 	 7427.62 	 -41789.9 	 14172.8 	 11819.2 	 766.676 	 206647 	 0 	 0 	 0
24.4857 	 10919.8 	 854.61 	 -20046 	 6773.55 	 -41550 	 15401.2 	 10919.8 	 854.61 	 204937 	 0 	 0 	 0
24.4966 	 10346.5 	 413.919 	 -19705.1 	 9542.11 	 -39938.4 	 16088.2 	 10346.5 	 413.919 	 205278 	 0 	 0 	 0
24.5074 	 9873.49 	 -107.363 	 -19013.3 	 12629.3 	 -38317 	 15608.9 	 9873.49 	 -107.363 	 205970 	 0 	 0 	 0
24.5183 	 9505.52 	 -677.357 	 -18714.4 	 15784.1 	 -36491.5 	 14993.8 	 9505.52 	 -677.357 	 206268 	 0 	 0 	 0
24.5292 	 8996.3 	 -611.835 	 -19777.6 	 15257.7 	 -36632.1 	 14987.2 	 8996.3 	 -611.835 	 205205 	 0 	 0 	 0
24.54 	 9491.41 	 76.548 	 -23493.3 	 14105.6 	 -36027.1 	 14999.7 	 9491.41 	 76.548 	 201490 	 0 	 0 	 0
24.5509 	 9430.67 	 578.681 	 -23927.7 	 12062 	 -36683.5 	 15523.6 	 9430.67 	 578.681 	 201055 	 0 	 0 	 0
24.5618 	 9443.52 	 871.297 	 -22810.7 	 11310.8 	 -36687.4 	 16222.2 	 9443.52 	 871.297 	 202172 	 0 	 0 	 0
24.5726 	 9070.98 	 598.434 	 -20066.4 	 12619.9 	 -35908.3 	 15878.8 	 9070.98 	 598.434 	 204917 	 0 	 0 	 0
24.5835 	 8844.83 	 406.517 	 -20263.2 	 14456.3 	 -34268.3 	 15691.5 	 8844.83 	 406.517 	 204720 	 0 	 0 	 0
24.5944 	 7536.11 	 131.36 	 -22780.1 	 14587.3 	 -33429.1 	 15148.2 	 7536.11 	 131.36 	 202203 	 0 	 0 	 0
24.6048 	 6119.38 	 -503.759 	 -23395.5 	 16778 	 -32049.2 	 16096 	 6119.38 	 -503.759 	 201587 	 0 	 0 	 0
24.6148 	 5219.39 	 -845.003 	 -23154.2 	 18470.4 	 -30927.3 	 19207.5 	 5219.39 	 -845.003 	 201829 	 0 	 0 	 0
24.6245 	 4227.07 	 -587.388 	 -22901.7 	 16122.6 	 -32104.4 	 20594.8 	 4227.07 	 -587.388 	 202081 	 0 	 0 	 0
24.6338 	 4379.25 	 -59.515 	 -24475.5 	 14354 	 -32155.6 	 20573.1 	 4379.25 	 -59.515 	 200507 	 0 	 0 	 0
24.6429 	 4049.21 	 -81.9771 	 -23780.9 	 14923.4 	 -31654.3 	 20703.7 	 4049.21 	 -81.9771 	 201202 	 0 	 0 	 0
24.6516 	 4397.2 	 -120.986 	 -23368.7 	 17563.6 	 -29667.9 	 20416.8 	 4397.2 	 -120.986 	 201614 	 0 	 0 	 0
24.6602 	 4195.18 	 -367.184 	 -24022.7 	 18919.8 	 -28209.4 	 20269.5 	 4195.18 	 -367.184 	 200960 	 0 	 0 	 0
24.6685 	 4769.73 	 -103.629 	 -24341.6 	 19339.8 	 -26893 	 20183.6 	 4769.73 	 -103.629 	 200641 	 0 	 0 	 0
24.6767 	 4471.5 	 -130.572 	 -24700.5 	 18958.5 	 -26687.2 	 19699.6 	 4471.5 	 -130.572 	 200282 	 0 	 0 	 0
24.6846 	 3991.82 	 -139.125 	 -24654.5 	 18347.9 	 -26696.6 	 19323.6 	 3991.82 	 -139.125 	 200328 	 0 	 0 	 0
24.6924 	 3824.48 	 -14.916 	 -23448.4 	 18178.1 	 -26762.1 	 18612.9 	 3824.48 	 -14.916 	 201535 	 0 	 0 	 0
24.7001 	 3756.57 	 -187.791 	 -24064.5 	 20148.4 	 -25592.8 	 17651.6 	 3756.57 	 -187.791 	 200918 	 0 	 0 	 0
24.7075 	 3901.79 	 33.5567 	 -25115 	 20188 	 -24733.7 	 17645.1 	 3901.79 	 33.5567 	 199868 	 0 	 0 	 0
24.7149 	 2920.89 	 -316.181 	 -25457.4 	 20872.5 	 -24426.4 	 19538.6 	 2920.89 	 -316.181 	 199526 	 0 	 0 	 0
24.7221 	 2900.38 	 62.3724 	 -25111.8 	 19957.4 	 -24293.1 	 19255.7 	 2900.38 	 62.3724 	 199871 	 0 	 0 	 0
24.7292 	 2230.74 	 -103.329 	 -24902.8 	 20789.1 	 -23588.3 	 20904.2 	 2230.74 	 -103.329 	 200080 	 0 	 0 	 0
24.7362 	 2056.95 	 460.866 	 -25597.4 	 18897 	 -23885.5 	 20966.2 	 2056.95 	 460.866 	 199385 	 0 	 0 	 0
24.7431 	 337.1 	 -116.876 	 -27415.1 	 17261.6 	 -24769.2 	 22750.3 	 337.1 	 -116.876 	 197568 	 0 	 0 	 0
24.7499 	 66.5328 	 -192.012 	 -27315.2 	 17783.7 	 -23853.2 	 22122.7 	 66.5328 	 -192.012 	 197668 	 0 	 0 	 0
24.7566 	 669.376 	 241.581 	 -26113.2 	 18409.2 	 -22631.6 	 22245.4 	 669.376 	 241.581 	 198870 	 0 	 0 	 0
24.7632 	 102.606 	 -104.82 	 -23869.7 	 20406.8 	 -21520.9 	 23507.4 	 102.606 	 -104.82 	 201113 	 0 	 0 	 0
24.7697 	 -635.046 	 64.6899 	 -24498.7 	 18459.3 	 -21677.2 	 23957.5 	 -635.046 	 64.6899 	 200484 	 0 	 0 	 0
24.7762 	 -1095.86 	 -437.615 	 -25382.6 	 19829.9 	 -20739.2 	 24154.7 	 -1095.86 	 -437.615 	 199600 	 0 	 0 	 0
24.7825 	 -206.325 	 175.747 	 -27964.7 	 18534.2 	 -19876.2 	 22481.6 	 -206.325 	 175.747 	 197018 	 0 	 0 	 0
24.7888 	 -702.285 	 -92.8939 	 -26937.5 	 18477.4 	 -19792.5 	 23818 	 -702.285 	 -92.8939 	 198045 	 0 	 0 	 0
24.7951 	 -526.688 	 -93.071 	 -25861.5 	 19105.6 	 -19513.9 	 21600.7 	 -526.688 	 -93.071 	 199121 	 0 	 0 	 0
24.8012 	 -860.244 	 -26.9637 	 -26697.7 	 18485 	 -19050.8 	 21389.3 	 -860.244 	 -26.9637 	 198285 	 0 	 0 	 0
24.8073 	 49.88 	 306.109 	 -25461 	 20251.9 	 -17944 	 19645.3 	 49.88 	 306.109 	 199522 	 0 	 0 	 0
24.8133 	 -595.417 	 217.495 	 -24718.6 	 20023.9 	 -17879.5 	 20262 	 -595.417 	 217.495 	 200264 	 0 	 0 	 0
24.8193 	 -831.723 	 198.172 	 -23409.2 	 20981.6 	 -17522.2 	 20137.4 	 -831.723 	 198.172 	 201574 	 0 	 0 	 0
24.8252 	 -1927.32 	 16.1229 	 -24098.7 	 20629.5 	 -17994.2 	 21198.7 	 -1927.32 	 16.1229 	 200884 	 0 	 0 	 0
24.8311 	 -2437.54 	 -69.0907 	 -24769.5 	 20372.5 	 -17840 	 21888.4 	 -2437.54 	 -69.0907 	 200213 	 0 	 0 	 0
24.8369 	 -1977.58 	 173.952 	 -24115.7 	 20945.7 	 -16857.7 	 20912.2 	 -1977.58 	 173.952 	 200867 	 0 	 0 	 0
24.8427 	 -2098.44 	 301.006 	 -23818 	 21324.1 	 -16003.6 	 22322.6 	 -2098.44 	 301.006 	 201165 	 0 	 0 	 0
24.8484 	 -1738.95 	 885.992 	 -25330.9 	 19307.4 	 -15856.7 	 21997.5 	 -1738.95 	 885.992 	 199652 	 0 	 0 	 0
24.8541 	 -2534.31 	 776.65 	 -25505.7 	 17903.5 	 -16270.5 	 23795 	 -2534.31 	 776.65 	 199477 	 0 	 0 	 0
24.8597 	 -3210.18 	 566.79 	 -25568.7 	 17306.5 	 -16181.5 	 23383 	 -3210.18 	 566.79 	 199414 	 0 	 0 	 0
24.8653 	 -5031.68 	 -372.854 	 -24536.5 	 19947.6 	 -15519.1 	 24296.2 	 -5031.68 	 -372.854 	 200446 	 0 	 0 	 0
24.8708 	 -5873.49 	 -636.035 	 -23241.3 	 19987.9 	 -15152.5 	 25354 	 -5873.49 	 -636.035 	 201742 	 0 	 0 	 0
24.8763 	 -5989.72 	 -127.407 	 -23930.1 	 18713.6 	 -14626.7 	 25860.4 	 -5989.72 	 -127.407 	 201053 	 0 	 0 	 0
24.8818 	 -6088.96 	 -274.545 	 -25541.4 	 19572.3 	 -13492.4 	 24773.3 	 -6088.96 	 -274.545 	 199441 	 0 	 0 	 0
24.8872 	 -6354.42 	 -242.137 	 -27083.9 	 18557.9 	 -13059.4 	 25940.4 	 -6354.42 	 -242.137 	 197899 	 0 	 0 	 0
24.8926 	 -5900.35 	 48.8666 	 -26925.1 	 17491.4 	 -13477.5 	 24908.2 	 -5900.35 	 48.8666 	 198058 	 0 	 0 	 0
24.8979 	 -5806.71 	 -131.096 	 -24952.5 	 19111.5 	 -12946.2 	 23044.9 	 -5806.71 	 -131.096 	 200030 	 0 	 0 	 0
24.9033 	 -6494.22 	 -458.691 	 -23475.2 	 19977.2 	 -12424.8 	 23353.4 	 -6494.22 	 -458.691 	 201508 	 0 	 0 	 0
24.9086 	 -6195.77 	 -605.644 	 -23076.7 	 21535.1 	 -11301.8 	 22105.9 	 -6195.77 	 -605.644 	 201906 	 0 	 0 	 0
24.9138 	 -6473.8 	 -749.249 	 -24812.1 	 21402.6 	 -10898.2 	 21520.2 	 -6473.8 	 -749.249 	 200171 	 0 	 0 	 0
24.9191 	 -6984.87 	 -562.235 	 -26872.3 	 19051 	 -10922 	 22318.5 	 -6984.87 	 -562.235 	 198111 	 0 	 0 	 0
24.9243 	 -6802.64 	 -457.321 	 -26333 	 18539.7 	 -10946.5 	 20974.9 	 -6802.64 	 -457.321 	 198650 	 0 	 0 	 0
24.9294 	 -7639.13 	 -612.326 	 -24310.5 	 18606 	 -10549.6 	 23419.9 	 -7639.13 	 -612.326 	 200672 	 0 	 0 	 0
24.9346 	 -7914.05 	 -628.435 	 -21474.8 	 19565.9 	 -10205.7 	 22295.7 	 -7914.05 	 -628.435 	 203508 	 0 	 0 	 0
24.9397 	 -7735.03 	 -342.666 	 -22339.2 	 19474.1 	 -9638.04 	 21902.9 	 -7735.03 	 -342.666 	 202644 	 0 	 0 	 0
24.9448 	 -8406.28 	 -233.626 	 -26073.9 	 16521.3 	 -10212.2 	 22740.5 	 -8406.28 	 -233.626 	 198909 	 0 	 0 	 0
24.9499 	 -8356.58 	 -22.5349 	 -27977.2 	 15569.3 	 -10246.2 	 21745.3 	 -8356.58 	 -22.5349 	 197006 	 0 	 0 	 0
24.9549 	 -8524.69 	 55.2413 	 -26871.1 	 16139.8 	 -9291.49 	 22657.7 	 -8524.69 	 55.2413 	 198112 	 0 	 0 	 0
24.9599 	 -9175.97 	 296.03 	 -23815.4 	 13479.3 	 -10131.6 	 23219.5 	 -9175.97 	 296.03 	 201168 	 0 	 0 	 0
24.965 	 -9982 	 29.2998 	 -19703.4 	 14847.4 	 -9516.57 	 24971.8 	 -9982 	 29.2998 	 205279 	 0 	 0 	 0
24.9699 	 -10887.3 	 -93.2829 	 -19705.9 	 13759.9 	 -9628.37 	 26050.1 	 -10887.3 	 -93.2829 	 205277 	 0 	 0 	 0
24.9749 	 -11096.4 	 -266.321 	 -24263.7 	 13996.8 	 -8892.93 	 26077.5 	 -11096.4 	 -266.321 	 200719 	 0 	 0 	 0
24.9798 	 -11648.6 	 -89.3959 	 -28715.8 	 13428.8 	 -8457.66 	 26160.3 	 -11648.6 	 -89.3959 	 196267 	 0 	 0 	 0
24.9848 	 -11581.4 	 -143.771 	 -29082.7 	 13270.2 	 -8025.17 	 25789 	 -11581.4 	 -143.771 	 195900 	 0 	 0 	 0
24.9897 	 -11313.4 	 -122.768 	 -25467 	 13518.1 	 -7597.5 	 24629 	 -11313.4 	 -122.768 	 199516 	 0 	 0 	 0
24.9946 	 -12304.4 	 -210.615 	 -21379.1 	 12076.3 	 -8059.63 	 26695.7 	 -12304.4 	 -210.615 	 203604 	 0 	 0 	 0
24.9994 	 -13162 	 -557.42 	 -19770.9 	 12217.6 	 -8127.25 	 26243.8 	 -13162 	 -557.42 	 205212 	 0 	 0 	 0
25.0043 	 -13094.9 	 -720.36 	 -22500.8 	 13665.1 	 -6758.53 	 26336.9 	 -13094.9 	 -720.36 	 202482 	 0 	 0 	 0
25.0091 	 -13647.7 	 -875.294 	 -25950.3 	 12950.2 	 -6756.81 	 25858.3 	 -13647.7 	 -875.294 	 199033 	 0 	 0 	 0
25.014 	 -13653.9 	 -803.541 	 -28411.3 	 11909.8 	 -6837.87 	 25171.6 	 -13653.9 	 -803.541 	 196572 	 0 	 0 	 0
25.0188 	 -13947.6 	 -969.793 	 -26337.4 	 12256.4 	 -6441.23 	 25145.7 	 -13947.6 	 -969.793 	 198646 	 0 	 0 	 0
25.0236 	 -13484.9 	 -680.53 	 -23489.1 	 11785.2 	 -6167.34 	 24000.9 	 -13484.9 	 -680.53 	 201494 	 0 	 0 	 0
25.0284 	 -13344.5 	 -88.3609 	 -21274 	 9740.67 	 -6576.7 	 22769.6 	 -13344.5 	 -88.3609 	 203709 	 0 	 0 	 0
25.0331 	 -13365.2 	 -486.007 	 -21053.6 	 11780 	 -5315.87 	 23180.9 	 -13365.2 	 -486.007 	 203929 	 0 	 0 	 0
25.0379 	 -13424.4 	 -770.905 	 -22599.5 	 13165 	 -4175.17 	 22428.3 	 -13424.4 	 -770.905 	 202383 	 0 	 0 	 0
25.0426 	 -13971.8 	 -988.381 	 -24278.8 	 13429.8 	 -3789.49 	 22276.8 	 -13971.8 	 -988.381 	 200704 	 0 	 0 	 0
25.0474 	 -15058.9 	 -1318.99 	 -25158 	 13187 	 -4044.12 	 22381.2 	 -15058.9 	 -1318.99 	 199825 	 0 	 0 	 0
25.0521 	 -15744.1 	 -1439.86 	 -25550.4 	 12801.3 	 -4157.59 	 23161.5 	 -15744.1 	 -1439.86 	 199433 	 0 	 0 	 0
25.0568 	 -16282.3 	 -829.383 	 -25011 	 7431.72 	 -5132.83 	 23154.9 	 -16282.3 	 -829.383 	 199972 	 0 	 0 	 0
25.0615 	 -16137.1 	 -996.46 	 -21309.3 	 8399.25 	 -3977.48 	 24189.3 	 -16137.1 	 -996.46 	 203674 	 0 	 0 	 0
25.0662 	 -15471.5 	 -571.857 	 -19890.4 	 8444.79 	 -3101.11 	 23499.5 	 -15471.5 	 -571.857 	 205092 	 0 	 0 	 0
25.0709 	 -15344.9 	 -243.269 	 -19549.8 	 6080.97 	 -3215.71 	 22728 	 -15344.9 	 -243.269 	 205433 	 0 	 0 	 0
25.0755 	 -16019 	 -255.483 	 -20532.6 	 3643.03 	 -3494.04 	 23430.5 	 -16019 	 -255.483 	 204450 	 0 	 0 	 0
25.0802 	 -16232.2 	 -588.122 	 -23086 	 5580.35 	 -2917.87 	 23178.3 	 -16232.2 	 -588.122 	 201897 	 0 	 0 	 0
25.0848 	 -17090 	 -863.431 	 -24387.4 	 7194.89 	 -2419.9 	 23509.7 	 -17090 	 -863.431 	 200595 	 0 	 0 	 0
25.0895 	 -17913.6 	 -582.804 	 -22899.1 	 2398.99 	 -3365.47 	 24975.4 	 -17913.6 	 -582.804 	 202084 	 0 	 0 	 0
25.0941 	 -18913.4 	 -378.954 	 -20512.5 	 -2424.23 	 -4187.97 	 26028 	 -18913.4 	 -378.954 	 204470 	 0 	 0 	 0
25.0988 	 -18818.7 	 -526.944 	 -19363.4 	 546.896 	 -2576.15 	 24058.7 	 -18818.7 	 -526.944 	 205619 	 0 	 0 	 0
25.1034 	 -19150.4 	 -921.474 	 -19380.9 	 2733.4 	 -1530.7 	 23725.6 	 -19150.4 	 -921.474 	 205602 	 0 	 0 	 0
25.108 	 -19076.8 	 -1040.1 	 -21763.5 	 3935.2 	 -612.797 	 24037.4 	 -19076.8 	 -1040.1 	 203219 	 0 	 0 	 0
25.1127 	 -19139.4 	 -614.04 	 -23411.8 	 465.523 	 -1256.61 	 23143 	 -19139.4 	 -614.04 	 201571 	 0 	 0 	 0
25.1173 	 -19038.4 	 -731.847 	 -22362.1 	 1730.94 	 136.025 	 24054.4 	 -19038.4 	 -731.847 	 202621 	 0 	 0 	 0
25.1219 	 -19884.4 	 -393.803 	 -20776.8 	 -3401.04 	 -1264.84 	 25903.2 	 -19884.4 	 -393.803 	 204206 	 0 	 0 	 0
25.1265 	 -20297.4 	 -322.231 	 -18846.8 	 -3866.25 	 -1408.3 	 25641 	 -20297.4 	 -322.231 	 206136 	 0 	 0 	 0
25.1311 	 -19778.7 	 -134.548 	 -19051.1 	 -3006.45 	 -739.547 	 24019.8 	 -19778.7 	 -134.548 	 205932 	 0 	 0 	 0
25.1357 	 -20395.9 	 -715.084 	 -20016.5 	 -215.626 	 319.625 	 24401.1 	 -20395.9 	 -715.084 	 204966 	 0 	 0 	 0
25.1403 	 -20695.6 	 -889.973 	 -21539.6 	 71.012 	 949.009 	 24770.5 	 -20695.6 	 -889.973 	 203443 	 0 	 0 	 0
25.1449 	 -20860.6 	 -638.655 	 -22302.3 	 -3000.05 	 587.872 	 24909.8 	 -20860.6 	 -638.655 	 202681 	 0 	 0 	 0
25.1495 	 -20655.1 	 -272.817 	 -21337.6 	 -4639.94 	 284.331 	 24180.4 	 -20655.1 	 -272.817 	 203645 	 0 	 0 	 0
25.1542 	 -21425.8 	 -164.737 	 -20885.6 	 -7664.26 	 -620.682 	 24831.5 	 -21425.8 	 -164.737 	 204097 	 0 	 0 	 0
25.1588 	 -22144.6 	 -654.209 	 -20333.3 	 -5366.97 	 314.436 	 25566.9 	 -22144.6 	 -654.209 	 204650 	 0 	 0 	 0
25.1634 	 -22797.9 	 -1021.3 	 -21544.6 	 -4087.3 	 1122.17 	 25175.8 	 -22797.9 	 -1021.3 	 203438 	 0 	 0 	 0
25.168 	 -22672.7 	 -631.408 	 -22186.9 	 -5905.97 	 1558.07 	 25296.2 	 -22672.7 	 -631.408 	 202796 	 0 	 0 	 0
25.1726 	 -22548.4 	 -820.2 	 -22306.5 	 -5057.28 	 2417.93 	 24983.2 	 -22548.4 	 -820.2 	 202676 	 0 	 0 	 0
25.1772 	 -23152.3 	 -1383.39 	 -20583 	 -1487.72 	 3503.82 	 24691.2 	 -23152.3 	 -1383.39 	 204400 	 0 	 0 	 0
25.1818 	 -23025.5 	 -1216.98 	 -20124.3 	 -1016.82 	 3821.86 	 23194.2 	 -23025.5 	 -1216.98 	 204859 	 0 	 0 	 0
25.1864 	 -23355.3 	 -1191.11 	 -19091.6 	 -1532.98 	 4086.19 	 23445.7 	 -23355.3 	 -1191.11 	 205891 	 0 	 0 	 0
25.1911 	 -23698.1 	 -1314.54 	 -18675.4 	 -2283.78 	 4750.47 	 24723.7 	 -23698.1 	 -1314.54 	 206307 	 0 	 0 	 0
25.1957 	 -23619.3 	 -1109.75 	 -19767.3 	 -4197.44 	 4634.63 	 23922.4 	 -23619.3 	 -1109.75 	 205216 	 0 	 0 	 0
25.2003 	 -23741.8 	 -1060.96 	 -20405.5 	 -5357.28 	 4309.65 	 23181.9 	 -23741.8 	 -1060.96 	 204577 	 0 	 0 	 0
